corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,train_01_19,0,0,cnc_train_01_19_0_0,"Mpofu said Lt-Col Kaizer Modiba was fabricating his evidence about the violence during the mineworkers ' strike at Marikana , near Rustenburg in the North West , because he had not been in a position to witness an attack .",[],0
cnc,train_01_20,0,0,cnc_train_01_20_0_0,"`` I observed the attack on the police , I have no doubt about it , '' Modiba said during cross-examination .",[],0
cnc,train_01_21,0,0,cnc_train_01_21_0_0,He said he was about 100 metres away when he witnessed the attack .,[],0
cnc,train_01_22,0,0,cnc_train_01_22_0_0,"Modiba said he saw the aggressive strikers running alongside a police Nyala , charging at police .",[],0
cnc,train_01_23,0,0,cnc_train_01_23_0_0,"The commission , chaired by retired Judge Ian Farlam , is investigating the deaths of 44 people during the wage-related strike at Lonmin 's platinum mining operations at Marikana in August 2012 .",[],0
cnc,train_01_24,0,0,cnc_train_01_24_0_0,"On August 16 , 2012 , 34 people , mostly mineworkers , were shot dead in a clash with police who were trying to disarm and disperse them .",[],0
cnc,train_01_25,0,0,cnc_train_01_25_0_0,"Sonia Gandhi was speaking at a function after flagging off 12 new trains , along with Railway Minister Mamata Banerjee , through videoconferencing at Kanpur railway station .",[],0
cnc,train_01_26,0,0,cnc_train_01_26_0_0,"Claiming that the dozen new trains would prove to be a boon for UP , Sonia said later at a public rally organised adjacent to the railway station that it was after a long gap that the Railway ministry had done so much in one go for the state .",[],0
cnc,train_01_27,0,0,cnc_train_01_27_0_0,"The function was organised by Kanpur Congress Lok Sabha member and Union Coal Minister Shriprakash Jaiswal , and attended by ministers of state for railway , E. The new trains are Kanpur-New Delhi Shatabdi Express , Lucknow - New Delhi Duronto , Allahabad - New Delhi Duronto , Gorakhpur - Lokmanya Tilak Terminal Express , Varanasi-Jammu Tawi Superfast , Lucknow-Yashwantpur Express , Agra-Lucknow Intercity , Mathura-Kasganj Passenger , Bhopal - Pratapgarh Express , Gorakhpur - Nainital Express , Gorakhpur - Noutha Passenger and Chapra - Mathura Express .",[],0
cnc,train_01_28,0,0,cnc_train_01_28_0_0,Cubbon Park Walkers Oppose Government Move 08th January 2014 07:49 AM Members of the Cubbon Park Walkers ’ Association on Tuesday held a candlelight protest against the state government ’ s plan to set up a Cubbon Park Development Authority .,[],0
cnc,train_01_29,0,0,cnc_train_01_29_0_0,IIT Row : PSI Brandishes Pistol at Protesters 02nd October 2015 03:39 AM RAICHUR : The ongoing agitation against the Centre ’ s decision to set up the state ’ s first IIT at Dharwad took an ugly turn on Thursday after West Police Station PSI Agni allegedly assaulted a lorry driver and brandished his service revolver at the agitators during a protest by the lorry owners ’ association here .,[],0
cnc,train_01_30,0,0,cnc_train_01_30_0_0,The lorry owners ’ association was staging a protest by blocking the road near Ambedkar Circle .,[],0
cnc,train_01_31,0,0,cnc_train_01_31_0_0,"Barring this incident , the agitation by other organisations on Thursday was peaceful .",[],0
cnc,train_01_32,0,0,cnc_train_01_32_0_0,"On Tuesday night tens of thousands of demonstrators packed the city ’ s downtown area for a third night as protest leaders warned they would step up their actions if Hong Kong ’ s chief executive , Leung Chun-ying , did not meet them by midnight .",[],0
cnc,train_01_33,0,0,cnc_train_01_33_0_0,"On Tuesday Clegg sent a series of supportive tweets , including : “ I sympathise a great deal with the brave pro-democracy demonstrators taking to the streets of Hong Kong. ” He said the UK remained committed to the joint declaration and said that “ universal suffrage must mean real choice ” for voters and “ a proper stake in the 2017 election ” .",[],0
cnc,train_01_34,0,0,cnc_train_01_34_0_0,"The demonstrations pose a real problem , not just for the British but for others too .",[],0
cnc,train_01_35,0,0,cnc_train_01_35_0_0,"September 14 , 2012 00:00 IST Her absence from Vijayamma ’ s protest meet gives credence to rumours Rumour mills are abuzz in Warangal hinting that YSR Congress party leader and former Minister Konda Surekha may join the Congress soon .",[],0
cnc,train_01_36,0,0,cnc_train_01_36_0_0,Ms. Surekha ’ s absence at the recently held protest meeting by Y .,[],0
cnc,train_01_37,0,0,cnc_train_01_37_0_0,"Hindu outfits blocked by police 04th November 2009 04:48 AM THIRUVANANTHAPURAM : Protests against foreign missionary Bernard Blessing ’ s presence in the city spilled into the streets on Tuesday evening with Hindu organisations taking out a march to his prayer meeting , and engaging in a minor scuffle with the police .",[],0
cnc,train_01_38,0,0,cnc_train_01_38_0_0,"A protest march jointly organised by the Vishwa Hindu Parishad and Hindu Aikya Vedi entered into a scuffle with the police near the State Central Library even as Blessing led , his supporters claimed , ` ` a packed prayer meeting ’ ’ at the Chandrasekharan Nair Stadium .",[],0
cnc,train_01_39,0,0,cnc_train_01_39_0_0,The protest march started at 7.30 p.m. but the police blocked it before it reached the venue .,[],0
cnc,train_01_40,0,0,cnc_train_01_40_0_0,"Then on Thursday , some pupils returned to classes after having spent months out of school as residents protested against the Municipal Demarcation Board 's decision to include their areas under a new municipality .",[],0
cnc,train_01_41,0,0,cnc_train_01_41_0_0,"Addressing a massive public rally at Vandalur , around 40 km from here , Modi said : "" The central government should be strong , only then the neighbouring countries will be friendly with us . "" Accusing the United Progressive Alliance ( UPA ) government of adopting a confrontationist attitude towards the states , he said it has been demolishing the constitutional institutions whereas the need of the hour is a cooperative attitude .",[],0
cnc,train_01_42,0,0,cnc_train_01_42_0_0,"If it does , when you ’ re confronting an enemy that beheads people and wants to put nuclear bombs in our subways , then waterboarding is well within the rules. ” Trump faced a backlash in March when he referred to the 1989 Tiananmen Square protests as a “ riot ” .",[],0
cnc,train_01_43,0,0,cnc_train_01_43_0_0,"Protesting the unethical ban , hundreds of Bengal traders launched an agitation on Monday and threatened to intensify it , if the matter is not resolved soon .",[],0
cnc,train_01_44,0,0,cnc_train_01_44_0_0,"The neighbouring State apparently relented after 500 trucks carrying vegetables , eggs , fishes and other perishable items from Andhra Pradesh were detained by BJD activists at various places in Balasore .",[],0
cnc,train_01_45,0,0,cnc_train_01_45_0_0,"“ Though after the CM-level talks , we released all the detained trucks to West Bengal , they took back all the potato-laden trucks to their State , ” Agrawal said .",[],0
cnc,train_01_46,0,0,cnc_train_01_46_0_0,Labour Minister Mildred Oliphant intervened on Monday in an extended strike by petrol attendants and workers in the automotive industry .,[],0
cnc,train_01_47,0,0,cnc_train_01_47_0_0,"The strike began on September 9 , with Numsa demanding a double-digit percentage increase .","['<ARG1>The strike began on September 9</ARG1> , <ARG0>with Numsa <SIG0>demanding</SIG0> a double-digit percentage increase</ARG0> .']",1
cnc,train_01_48,0,0,cnc_train_01_48_0_0,"About 70,000 workers were reported to be on strike .",[],0
cnc,train_01_49,0,0,cnc_train_01_49_0_0,"Protests show rising green concerns PUBLISHED : Wednesday , 04 July , 2012 , 12:00am Mass protests this week over the planned construction of a molybdenum-copper alloy plant in Shifang , Sichuan province show that environmental concerns are becoming a leading cause of social unrest .",[],0
cnc,train_01_50,0,0,cnc_train_01_50_0_0,"Authorities yesterday said they would scrap the 10.4 billion yuan ( HK $ 12.7 billion ) project , the subject of demonstrations by tens of thousands of Shifang residents .",[],0
cnc,train_01_51,0,0,cnc_train_01_51_0_0,"' Once the damage is done , it is long-lasting and not remediable . ' The massive three-day protest this week was the latest in a series of grass-roots demonstrations over polluting projects , as mainlanders have gained awareness in recent years of environmental and health concerns associated with pollution .",[],0
cnc,train_01_52,0,0,cnc_train_01_52_0_0,"Last summer , tens of thousands of people in the northeastern city of Dalian , Liaoning , marched to demand the relocation of a chemical plant .",[],0
cnc,train_01_53,0,0,cnc_train_01_53_0_0,"And in June 2007 , over 20,000 people rallied in Xiamen , a coastal city in Fujian province , to protest against plans to built a paraxylene chemical plant in the city .",[],0
cnc,train_01_54,0,0,cnc_train_01_54_0_0,"Following the Xiamen incident , the ' not in my backyard ' mentality sparked similar protests in several mainland cities , including Dalian , Guangzhou and Shantou .",[],0
cnc,train_01_55,0,0,cnc_train_01_55_0_0,Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about environmental risks posed by massive industrial projects .,[],0
cnc,train_01_56,0,0,cnc_train_01_56_0_0,"Ma Jun , director of the Institute of Public and Environmental Affairs in Beijing , said the Shifang protests came as a last resort for local residents to make their voices heard , as ' all other channels for public participation were ineffective ' .",[],0
cnc,train_01_57,0,0,cnc_train_01_57_0_0,"SRINAGAR : One killed , 100 injured in Valley September 01 , 2016 00:00 IST As curfew was lifted from all 10 districts , violence singed the Kashmir Valley on Wednesday , leaving a civilian dead and over 100 injured .",[],0
cnc,train_01_58,0,0,cnc_train_01_58_0_0,The house of a PDP MP was torched in south Kashmir .,[],0
cnc,train_01_59,0,0,cnc_train_01_59_0_0,Divisional Commissioner ( Kashmir ) Baseer Khan said more than 900 people attacked an Army convoy at Ladoora Rafiabad in Baramulla district .,[],0
cnc,train_01_60,0,0,cnc_train_01_60_0_0,"“ Amid stone-throwing , some rounds were fired at the convoy going to Kupwara .",[],0
cnc,train_01_61,0,0,cnc_train_01_61_0_0,"But the locals said clashes between the residents and the Army started in the morning when the latter stopped the movement of fruit trucks in Rafiabad and Sopore , asking the drivers to ply only during the shutdown period .",[],0
cnc,train_01_62,0,0,cnc_train_01_62_0_0,"“ The youth was killed at a protest against the Army ’ s action halting the vehicles , ” alleged Mohammad Yasin Khan , head of a traders ’ body .",[],0
cnc,train_01_63,0,0,cnc_train_01_63_0_0,"Joshua Wong , the teenage activist who was one of the most recognisable faces of Hong Kong ’ s umbrella movement protests , has been found guilty of “ illegal assembly ” by a court in the former British colony .",[],0
cnc,train_01_64,0,0,cnc_train_01_64_0_0,The action helped launch a 79-day street occupation that was described as the greatest challenge to China ’ s Communist rulers since the 1989 Tiananmen protests .,[],0
cnc,train_01_65,0,0,cnc_train_01_65_0_0,"More violence in TN district Posted : Wed Jun 25 1997 IST RAJAPALAYAM , June 23 : In continuing violence in TN 's Kamarajar district , one person was stabbed and buses being attacked .",[],0
cnc,train_01_66,0,0,cnc_train_01_66_0_0,"Meanwhile , a peace rally , taken out on behalf of the Sarvodaya movement from Chennai , reached Kamarajar district .",[],0
cnc,train_01_67,0,0,cnc_train_01_67_0_0,ANDHRA PRADESH Constable and SI allege harassment by higher-up SEEKING JUSTICE : Reserve constable Sanyasi Sahu staging a dharna opposite the City Armed Reserve office in Visakhapatnam on Saturday .,[],0
cnc,train_01_68,0,0,cnc_train_01_68_0_0,"April 09 , 2006 00:00 IST Senior officers reportedly trying to sort out issue VISAKHAPATNAM : The Police Stadium , which also houses the headquarters of the City Armed Reserve located , witnessed a rare incident of a constable and a Sub-Inspector staging a silent protest .",[],0
cnc,train_01_69,0,0,cnc_train_01_69_0_0,"Incidentally , the officer against whom they made the allegations resumed duty on Saturday after recovering from the injuries he had suffered in the police-fishermen clashes in Gangavaram on March 27 .",[],0
cnc,train_01_70,0,0,cnc_train_01_70_0_0,Some police personnel intervened and urged them to give up their protest - but to no avail .,['<ARG0>Some police personnel intervened</ARG0> and <ARG1>urged them to give up their protest</ARG1> - but to no avail .'],1
cnc,train_01_71,0,0,cnc_train_01_71_0_0,They poured out their woes to the reporters and photographers who reached the Police Stadium on hearing about the incident .,[],0
cnc,train_01_72,0,0,cnc_train_01_72_0_0,"Maoist Kill Local Leader in Odisha 30th December 2013 01:37 PM Suspecting him to be a police informer , Maoists have killed a local leader in Kosa Madhi ( 38 ) of Sangel village under Kalimela police station , secretary of local Panipanchyat , was kidnapped by the ultras on Friday when they triggered a blast with explosives and destroyed the bridge over river Poteru apparently to stop movement of security personnel between Kalimela and Padia .",[],0
cnc,train_01_73,0,0,cnc_train_01_73_0_0,"Madhi was produced before the ' Kangaroo Court ' and killed by the ultra for acting as a police informer , villagers alleged .",[],0
cnc,train_01_74,0,0,cnc_train_01_74_0_0,"On Friday , the Maoists had looted the house of a special police officer ( SPO ) , Lacha Madkami , one of Madhi 's relations , of the same village .",[],0
cnc,train_01_75,0,0,cnc_train_01_75_0_0,"Superintendent of police , Malkangiri , Akhileswar Singh said they have got the information about the incident and inquiry was continuing .",[],0
cnc,train_01_76,0,0,cnc_train_01_76_0_0,"Meanwhile , the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district demanding halt to police action and alleged atrocity against tribals had entered the third today affecting normal life in Maoist hinterlands including Padia , Kalimela and Motu areas .",[],0
cnc,train_01_77,0,0,cnc_train_01_77_0_0,"However , there was hardly any affect noticed in Koraput district due to the bandh , the sources said .",[],0
cnc,train_01_78,0,0,cnc_train_01_78_0_0,"Hassan : Residents protest delay in improving road September 25 , 2013 00:00 IST Residents of Belur on Monday protested the delay in repairing the main road in the town by planting banana saplings in the middle of the road .",[],0
cnc,train_01_79,0,0,cnc_train_01_79_0_0,The protesters planted the saplings in potholes to draw the attention of the officials to the poor condition of the road .,[],0
cnc,train_01_80,0,0,cnc_train_01_80_0_0,"Earlier , the protesters , led by workers of Jaya Karnataka Vedike , took out a procession and stopped the movement of vehicles for half an hour .",[],0
cnc,train_01_81,0,0,cnc_train_01_81_0_0,Sporadic violence during hartal 20th May 2009 10:23 AM THIRUVANANTHAPURAM : Sporadic violence marked the hartal on Tuesday called by Muslim organisations in protest against the police action in Cheriyathura-Beemappally areas on Sunday .,[],0
cnc,train_01_82,0,0,cnc_train_01_82_0_0,KSRTC buses were attacked at ten places .,[],0
cnc,train_01_83,0,0,cnc_train_01_83_0_0,Two bus drivers were hurt in the attacks .,['<ARG1>Two bus drivers were hurt</ARG1> in <ARG0>the attacks</ARG0> .'],1
cnc,train_01_84,0,0,cnc_train_01_84_0_0,Hartal supporters pelted stones at a KSRTC bus at Karamana injuring driver Babu .,['<ARG0>Hartal supporters pelted stones at a KSRTC bus at Karamana</ARG0> <ARG1><SIG0>injuring</SIG0> driver Babu</ARG1> .'],1
cnc,train_01_85,0,0,cnc_train_01_85_0_0,"In a similar incident at Karakkamandapam , KSRTC driver V .",[],0
cnc,train_01_86,0,0,cnc_train_01_86_0_0,Hartal supporters surrounded a police station at Attakkulangara demanding that four men arrested by police for pelting stones at KSRTC buses be freed .,[],0
cnc,train_01_87,0,0,cnc_train_01_87_0_0,KSRTC buses were also attacked at a few other places including Poojappura and Balaramapuram .,[],0
cnc,train_01_88,0,0,cnc_train_01_88_0_0,"At Kallukkodu , Muttathara , hartal supporters got a taste of their own medicine .",[],0
cnc,train_01_89,0,0,cnc_train_01_89_0_0,"However , local people and the shopkeepers joined forces and pelted stones at the hartal supporters forcing them to flee .",[],0
cnc,train_01_90,0,0,cnc_train_01_90_0_0,He was seen as proactive when he disposed of the mercy petitions of 26/11 attack convict Ajmal Kasab and Parliament attack convict Afzal Guru that had triggered a controversy but his aides explain that as President he had no choice but to go by the Cabinet advice .,[],0
cnc,train_01_91,0,0,cnc_train_01_91_0_0,"During the turbulent period last year-end in the capital , the demonstrations against the rape and murder of a 23 - year-old paramedical student reached the gates of Rashtrapati Bhavan seeking his intervention .",[],0
cnc,train_01_92,0,0,cnc_train_01_92_0_0,"Although everyone is keenly aware of how the power of the internet helped foster the massive march in 2003 , for now there are hotter topics in local cyberspace .",[],0
cnc,train_01_93,0,0,cnc_train_01_93_0_0,"Management , Unions at loggerheads in KSRTC over attack on employees 07th July 2012 11:27 AM 204 attacks in 120 days !",[],0
cnc,train_01_94,0,0,cnc_train_01_94_0_0,The controversy sparked off after the Kerala State Road Transport Employees Association ( KSRTEA ) pasted stickers on KSRTC buses seeking public intervention against ‘ police-goonda ’ attack on employees .,[],0
cnc,train_01_95,0,0,cnc_train_01_95_0_0,The management responded to this by issuing an order the other day seeking immediate removal of the posters .,[],0
cnc,train_01_96,0,0,cnc_train_01_96_0_0,"‘ ’ They did nothing when the staff were brutally attacked by anti-social elements and police officials , ’ ’ said Jose Jacob , general secretary of the KSRTEA .",[],0
cnc,train_01_97,0,0,cnc_train_01_97_0_0,"KERALA Brewing protest Members of the Kerala Mahila Sangham , the State unit of the National Federation of Indian Women , protest against the hike in cooking gas price , in Thrissur on Thursday .",[],0
cnc,train_01_98,0,0,cnc_train_01_98_0_0,"Distributing medals and trophies to winners of the five-day event in which 702 personnel from 22 State police teams and eight Central police organisations participated , the chief minister recalled the 26/11 incidents in Mumbai to stress her point .",[],0
cnc,train_01_99,0,0,cnc_train_01_99_0_0,"Sivaji Terminus in Mumbai firing indiscriminately with an AK -47 on 26/11 , while a brave constable tried to return fire with a .303 rifle is still green .",[],0
cnc,train_01_100,0,0,cnc_train_01_100_0_0,"Demonstrators have filed for a permit to hold a rally on Saturday in Yuen Long , the district on the outskirts of Hong Kong where dozens of masked men chased and beat commuters and protesters with wooden poles and metal rods , leaving at least 45 people in hospital .",[],0
cnc,train_01_101,0,0,cnc_train_01_101_0_0,"Footage of the attack , which included a pregnant woman being hit , protesters being punched and kneed , and commuters screaming and crying while trying to shield themselves , emerged on Sunday night , fuelling further political unrest as demonstrators , opposition lawmakers and others demanded answers from authorities for failing to stop the violence .",[],0
cnc,train_01_102,0,0,cnc_train_01_102_0_0,"Max Chung , who delivered the application for a letter of no objection from the police , that is required to hold a rally , said : “ We want to show to the public and international community that Hong Kongers , we will never surrender in front of terrorism … To show our solidarity and say no to terrorism , we have to stand up. ” Chung said : “ Yuen Long was under terrorist attack and we have no choice but to take it back. ” The protests , principally over a controversial bill that would allow suspects to be extradited from Hong Kong to mainland China , have taken on new demands , including an investigation into police use of rubber bullets , teargas and physical violence against protesters .",[],0
cnc,train_01_103,0,0,cnc_train_01_103_0_0,Protesters are angry at the police ’ s slow response to the attack in Yuen Long and their pursuit of the case .,[],0
cnc,train_01_104,0,0,cnc_train_01_104_0_0,The violence in Yuen Long has heightened tensions and fears of further attacks .,['<ARG0>The violence in Yuen Long</ARG0> <SIG0>has <ARG1>heightened</SIG0> tensions and fears of further attacks</ARG1> .'],1
cnc,train_01_105,0,0,cnc_train_01_105_0_0,"On Tuesday evening , unverified footage showed men in white gathering in Tuen Mun , another city near Yuen Long in the New Territories .",[],0
cnc,train_01_106,0,0,cnc_train_01_106_0_0,"Hong Kong ’ s leader , Carrie Lam , said the “ shocking violence ” in Yuen Long would be investigated , but devoted most of her comments to criticising protesters , who surrounded Beijing ’ s liaison office in Hong Kong and defaced the national emblem of the People ’ s Republic of China on Sunday .",[],0
cnc,train_01_107,0,0,cnc_train_01_107_0_0,"On Tuesday , a group of aviation staff called for a protest at Hong Kong airport on Friday to condemn the government and police for “ ignoring the random attacks on citizens in Yuen Long ” .",[],0
cnc,train_01_108,0,0,cnc_train_01_108_0_0,"In Yuen Long , Chung and other protesters are demanding the government conducts an independent investigation and officially characterises the violence as a “ cross-border terrorist attack ” .",[],0
cnc,train_01_109,0,0,cnc_train_01_109_0_0,"Hailey Leung , a university student who has been attending the protests this summer , said : “ The fear of the gangs is definitely stronger than the fear of the use of violence of the police. ” Her parents have been supportive of the protests but , since the violence in Yuen Long , they have asked her not to attend .",[],0
cnc,train_01_110,0,0,cnc_train_01_110_0_0,"Suddenly , a motley group of slogan-shouting students emerged from the dhaba .",[],0
cnc,train_01_111,0,0,cnc_train_01_111_0_0,"They exhorted us to join the protest against the recommendations of the Mandal Commission , which had been implemented a day earlier .",[],0
cnc,train_01_112,0,0,cnc_train_01_112_0_0,Thus we too joined the sloganeering .,[],0
cnc,train_01_113,0,0,cnc_train_01_113_0_0,"By the time the self-styled leaders had commandeered a few DTC buses , nearly 200 postgraduate and doctoral students had gathered at an intersection , which later became the epicentre of protests and was rechristened euphemistically as Kranti Chowk .",[],0
cnc,train_01_114,0,0,cnc_train_01_114_0_0,"Some hotheads tried to gatecrash , provoking the policemen into action  they charged ferociously , dispersing the crowd within minutes .",[],0
cnc,train_01_115,0,0,cnc_train_01_115_0_0,"That night , Doordarshan telecast news of protests .",[],0
cnc,train_01_116,0,0,cnc_train_01_116_0_0,"Jammu : Delhi court blast accused killed in Kishtwar August 07 , 2012 00:00 IST A 2011 Delhi High Court blast accused , Amir Ali Kamal , was among two Hizb—ul—Mujahideen ( HM ) militants killed on Monday in a shootout with security forces in the mountainous Kishtwar district of Jammu and Kashmir , police said .",[],0
cnc,train_01_117,0,0,cnc_train_01_117_0_0,"As we closed in on the hideout of the militants , a fire fight began that continued for over an hour , ” he said .",[],0
cnc,train_01_118,0,0,cnc_train_01_118_0_0,"According to reports , two militants have been shot dead in the encounter .",[],0
cnc,train_01_119,0,0,cnc_train_01_119_0_0,"“ One of them is Amir Ali Kamal , code name Akram , who was prime accused in the Delhi High Court blast , ” the officer said .",[],0
cnc,train_01_120,0,0,cnc_train_01_120_0_0,Akram was on the radar of the National Investigation Agency ( NIA ) as he is believed to have arranged explosives and planter for the blast .,[],0
cnc,train_01_121,0,0,cnc_train_01_121_0_0,"He is an accused in the Delhi High Court blast of Sep 7 , 2011 in which at least 10 people were killed and over 70 injured .",[],0
cnc,train_01_122,0,0,cnc_train_01_122_0_0,The NIA wanted to catch Akram alive as he could provide clues in resolving the blast case .,['<ARG1>The NIA wanted to catch Akram alive</ARG1> <SIG0>as</SIG0> <ARG0>he could provide clues in resolving the blast case</ARG0> .'],1
cnc,train_01_123,0,0,cnc_train_01_123_0_0,The Kishtwar area has been in focus ever since the Delhi High Court blast as the first of the e—mails claiming responsibility for the blast emanated from here .,[],0
cnc,train_01_124,0,0,cnc_train_01_124_0_0,Two more youths were arrested later for allegedly being involved in the blast .,['<ARG1>Two more youths were arrested later</ARG1> <SIG0>for</SIG0> <ARG0>allegedly being involved in the blast</ARG0> .'],1
cnc,train_01_125,0,0,cnc_train_01_125_0_0,Modi visited the homes of all the six victims of the serial blasts which rocked Patna ’ s Gandhi Maidan and other parts of the city during his visit to address the Hunkar Rally on October 27 .,[],0
cnc,train_01_126,0,0,cnc_train_01_126_0_0,"NaMo , who had avoided visiting the victims of the 2002 riots in his own state for a long time , lost no time in burning up aviation fuel by dashing to Patna twice in one week to express condolences and score points over his rambunctious rivals .",[],0
cnc,train_01_127,0,0,cnc_train_01_127_0_0,"Now , he is charged with exploiting the grief of the terror victims of 26/10 .",[],0
cnc,train_01_128,0,0,cnc_train_01_128_0_0,"By visiting the families of the Patna blast victims , NaMo is drilling home the point that NiKu is least bothered about the personal tragedies of his people .",[],0
cnc,train_01_129,0,0,cnc_train_01_129_0_0,"In August that year , militantly aggressive Kurmis mowed down 14 Dalits in the sleepy hamlet of Belchchi in Nalanda district .",[],0
cnc,train_01_130,0,0,cnc_train_01_130_0_0,"Indira landed in Nalanda and waded into the floodwaters on an elephant to visit each Dalit family , which had lost members in the caste pogrom .",[],0
cnc,train_01_131,0,0,cnc_train_01_131_0_0,The grief list also includes the nights spent by Rahul in Dalit colonies and the visits of Manmohan Singh and Sonia Gandhi to Chhattisgarh after top Congress leaders were massacred by Naxalites .,[],0
cnc,train_01_132,0,0,cnc_train_01_132_0_0,Modiites are now reminding the Congress about the trips which Sonia and the Prime Minister made to Muzzafarnagar after 43 were killed in the worst-ever communal clashes in decades .,[],0
cnc,train_01_133,0,0,cnc_train_01_133_0_0,Bandhopadhay also said two Trinamool Congress workers were killed at Sashan in North 24 Parganas district recently .,[],0
cnc,train_01_134,0,0,cnc_train_01_134_0_0,"A car with Union ministers Mukul Roy and Sultan Ahmed was attacked allegedly by CPM cadres on Wednesday , he alleged .",[],0
cnc,train_01_135,0,0,cnc_train_01_135_0_0,"Ramanathapuram Residents protest against illegal water connections December 05 , 2017 00:00 IST Say officials at the panchayat level are colluding with locals Residents of Varavani panchayat staged a protest at the collectorate here on Monday , against illegal tapping of drinking water supplied through pipelines under the Cauvery combined water supply scheme and irregular supply of water to their villages .",[],0
cnc,train_01_136,0,0,cnc_train_01_136_0_0,"Led by A Sagayamadha , an office-bearer of the All India Farm Workers Association , the villagers , including a large number of women from the panchayat comprising six villages , staged the protest urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them .",[],0
cnc,train_01_137,0,0,cnc_train_01_137_0_0,"US Committed to Seeking Justice on Behalf of All 26/11 Victims 05th August 2015 12:04 PM NEW YORK : The US is committed to pursuing justice on behalf of the victims of the 2008 Mumbai attack no matter how "" arduous "" the task is , a top Indian-origin American diplomat has said .",[],0
cnc,train_01_138,0,0,cnc_train_01_138_0_0,""" We have certainly reiterated our support and our commitment to India 's efforts to seek justice on behalf of the victims "" of the 26/11 attack , Assistant Secretary of State for South and Central Asian Affairs Nisha Desai Biswal told PTI when asked about the delay in bringing to justice the perpetrators of the 2008 terror attacks .",[],0
