,causal_text_w_pairs,corpus,doc_id,sent_id,eg_id,index,text,num_rs
12,"[""Sena legislators protest against Yedyurappa 01st April 2010 10:08 PM MUMBAI : <ARG1>The workers of the party staged a demonstration today</ARG1> <ARG0>the chief minister of the state</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city .""]",0,0,0,0,0,0,0
13,"['<ARG1>On Monday, two people were killed by the police</ARG1> during <ARG0>there is a protest</ARG0> .']",0,0,0,0,0,0,0
14,"['<ARG1>Two people were killed</ARG1> , <ARG0>it was alleged by the police during the protest</ARG0> .']",0,0,0,0,0,0,0
15,"[""But <SIG0>as</SIG0> <ARG0>we work to make a difference in people's lives</ARG0> , <ARG1>they asked us to let them go and we did</ARG1> , ” said a Maoist leader who handed over the abducted to the tribal leaders .""]",0,0,0,0,0,0,0
16,"['But as we work for the people , <ARG0>we did what they asked us to do</ARG0> and <ARG1>the men were released</ARG1> , ” said a Maoist leader who handed over the abducted to the tribal leaders .']",0,0,0,0,0,0,0
17,['<ARG1>There was an end to the blockade</ARG1> <SIG0>following</SIG0> <ARG0>an assurance was given by the AdditionalSP J Mahapati</ARG0> to apprise the State Government of their demand .'],0,0,0,0,0,0,0
18,['<ARG1>There was an end to the blockade</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the state government should be apprised of the demand</ARG0> .'],0,0,0,0,0,0,0
19,"['He said <ARG0>there were protest incidents</ARG0> <ARG1>voting stations are affected in some areas</ARG1> including Mahikeng and Marikana in North West ; Malamulelele , Musina , Mogalakwena , and Northhampton , in Limpopo ; Bushbuckridge in Mpumalanaga ; Khayelitsha in the Western Cape ; Denver , George Koch , and Orange Farm in Gauteng ; Ethekwini and Jozini in KwaZulu-Natal ; Nelson Mandela Bay , Butterworth , and OR Tambo in the Eastern Cape ; Pampierstad in the Northern Cape ; and Maluti-a-Phofung in the Free State .']",0,0,0,0,0,0,0
20,['<ARG0>The workers protested</ARG0> <SIG0>by</SIG0> <ARG1>garbage is being dumped on a road</ARG1> .'],0,0,0,0,0,0,0
21,['Will <ARG0>the protests are unprecedented</ARG0> <ARG1>it is possible that they will fight against Beijing in the future or that they will not be able to resist the will of Beijing</ARG1> ?'],0,0,0,0,0,0,0
22,"['Will the unprecedented protests <ARG1>they should fight</ARG1> <SIG0>for</SIG0> <ARG0>their beliefs will be in the future</ARG0> , or convince them that resistance to Beijing ’ s will is futile ?']",0,0,0,0,0,0,0
23,['<ARG1>The fights broke out</ARG1> after <ARG0>a muslim youth was badly injured when a muslim youth beat him up</ARG0> following an altercation .'],0,0,0,0,0,0,0
24,[],0,0,0,0,0,0,0
25,"['But on the eve of the protests ’ second anniversary , Chan claims <ARG1>his film is not going to be shown in any of the cinemas in Hongkong</ARG1> , <SIG0>the result , he suspects , of</SIG0> <ARG0>self- censorship is creeping</ARG0> as businesses shy away from offending Beijing .']",0,0,0,0,0,0,0
26,"[""But on the eve of the protests ’ second anniversary , Chan claims all of Hong Kong ’ s major cinemas are refusing to show his film , the result , he suspects , of <ARG1>self- censorship is creeping</ARG1> <SIG0>as</SIG0> <ARG0>businesses don't want to offend Beijing</ARG0> .""]",0,0,0,0,0,0,0
27,['<ARG1>The students in the Integrated pharmaceutical chemistry class are protesting</ARG1> <ARG0>the division is from the chemistry department</ARG0> .'],0,0,0,0,0,0,0
28,"['Earlier , <ARG1>the residents are outside of the station</ARG1> <ARG0>there is a protest</ARG0> about the murders .']",0,0,0,0,0,0,0
29,[],0,0,0,0,0,0,0
30,"[""Partial in Singareni The Telangana NGOs State associate president , M. Sudhakar , who took part in the protest at the Collectorate , said <ARG1>workers and employees are expressing their fears</ARG1> <SIG0>owed mainly to</SIG0> <ARG0>the government's moves</ARG0> .""]",0,0,0,0,0,0,0
31,['<ARG1>There were seven people killed</ARG1> in <ARG0>the first couple of days</ARG0> .'],0,0,0,0,0,0,0
32,['<ARG1>There was violence</ARG1> when <ARG0>The members of the group protested</ARG0> against a Youth Congress meeting being held at the junction .'],0,0,0,0,0,0,0
33,['Violence broke out when <ARG1>The members of the group protested</ARG1> <ARG0>a meeting of the youth congress is going to be held</ARG0> .'],0,0,0,0,0,0,0
34,"['<ARG0>medical services and classes are included in the boycott</ARG0> , <ARG1>junior doctors are squatting at a hospital</ARG1> .']",0,0,0,0,0,0,0
35,"['Participating in the protest YSRC city convenor P.G. Narasimha Radav , city general secretary S. Noorullah Quadri , State joint secretary B. Zaheer Ahmad Khan and State Minority Cell secretary M. Saleem Basha said that <ARG0>death sentence is only one of the stringent punishments</ARG0> <ARG1>a deterrent could be used against heinous crimes</ARG1> .']",0,0,0,0,0,0,0
36,"['DA MP Andrew Whitfield said <ARG1>he would inquire about the police general</ARG1> <ARG0>the national joint operations and intelligence structure can be activated</ARG0> to intervene to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .']",0,0,0,0,0,0,0
37,"['DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole <ARG1>the national joint operations and intelligence structure needs to be activated</ARG1> <ARG0>to intervene</ARG0> to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .']",0,0,0,0,0,0,0
38,[],0,0,0,0,0,0,0
39,"['DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole to activate the National Joint Operations and Intelligence Structure ( Natjoints ) to intervene to curb violence , protect infrastructure and prevent further <ARG1>the economy has been damaged</ARG1> <ARG0>there are a number of events that are included in this section</ARG0> .']",0,0,0,0,0,0,0
40,['<ARG1>There was a decision taken</ARG1> after <ARG0>a protest was staged by a group of people</ARG0> blocking traffic for more than eight hours on Wednesday .'],0,0,0,0,0,0,0
41,['The decision was taken after <ARG0>a protest was staged by a group of people</ARG0> <ARG1>there was a lot of traffic on wednesday</ARG1> .'],0,0,0,0,0,0,0
42,"[""<ARG0>There was an incident</ARG0> <ARG1>in the wake of last year's attack in Delhi, the outrage was condemned as shameful and despicable</ARG1> .""]",0,0,0,0,0,0,0
43,"['The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of <ARG0>in December of last year, there was an attack in Delhi</ARG0> <SIG0>that sparked</SIG0> <ARG1>there are protests nationwide</ARG1> .']",0,0,0,0,0,0,0
44,"['In <ARG0>there was a melee</ARG0> , <ARG1>The person lost their consciousness</ARG1> .']",0,0,0,0,0,0,0
45,"['<ARG0>The fights</ARG0> <ARG1>at least seven people are injured, six of them students</ARG1> .']",0,0,0,0,0,0,0
46,"[""<ARG1>They didn't work for 66 days</ARG1> <ARG0>protesting at the lowest wages</ARG0> .""]",0,0,0,0,0,0,0
47,['<ARG1>The state should delay the exams</ARG1> <SIG0>in view of</SIG0> <ARG0>there was a strike</ARG0> .'],0,0,0,0,0,0,0
48,"[""<ARG1>This is what it is</ARG1> was <ARG0>the population's economic health is at risk</ARG0> .""]",0,0,0,0,0,0,0
49,['The DGP said <ARG1>there are steps taken</ARG1> <ARG0>to stop the violence from getting out of hand</ARG0> .'],0,0,0,0,0,0,0
50,['<ARG0>There was a blast that was so intense</ARG0> that <ARG1>the motorbike is in pieces</ARG1> .'],0,0,0,0,0,0,0
51,['<ARG1>Lawyers went on strike on Thursday</ARG1> after <ARG0>there was an incident</ARG0> .'],0,0,0,0,0,0,0
52,['<ARG1>Lawyers helped them get bail</ARG1> <ARG0>their campaign will continue</ARG0> .'],0,0,0,0,0,0,0
53,[],0,0,0,0,0,0,0
54,['<ARG1>There are two men charged</ARG1> <SIG0>for</SIG0> <ARG0>their deaths</ARG0> .'],0,0,0,0,0,0,0
55,['“ <ARG0>The situation got out of hand</ARG0> and <ARG1>the car was damaged</ARG1> .'],0,0,0,0,0,0,0
56,"['<SIG0>If</SIG0> <ARG0>it doesn\'t do anything</ARG0> , <ARG1>there will be more protests</ARG1> . ""']",0,0,0,0,0,0,0
57,['<ARG1>There was a clash</ARG1> <SIG0>over</SIG0> <ARG0>the field is being used</ARG0> .'],0,0,0,0,0,0,0
58,['<ARG1>There was a death of a bodyguard</ARG1> in <ARG0>that was the attack</ARG0> .'],0,0,0,0,0,0,0
59,"['<SIG0>On</SIG0> <ARG0>learning more about it</ARG0> , <ARG1>the police arrived at the scene</ARG1> .']",0,0,0,0,0,0,0
60,"['However , <ARG0>trade unions did not agree with it</ARG0> and <ARG1>their strike continued</ARG1> .']",0,0,0,0,0,0,0
61,['<ARG1>A person has been arrested</ARG1> <SIG0>for</SIG0> <ARG0>the house was set on fire</ARG0> .'],0,0,0,0,0,0,0
62,"['<ARG0>the arrests made merk over</ARG0> , <ARG1>the demonstrators staged a protest</ARG1> .']",0,0,0,0,0,0,0
63,"['"" <ARG1>The team is fast</ARG1> is <ARG0>anna is from the city of Pune</ARG0> .']",0,0,0,0,0,0,0
64,"[""`` We suspect that <ARG0>he put the gun down</ARG0> <ARG1>that killedChika</ARG1> '' .""]",0,0,0,0,0,0,0
65,['<ARG1>69 people are injured and three people are dead</ARG1> in <ARG0>there was an explosion</ARG0> .'],0,0,0,0,0,0,0
66,[],0,0,0,0,0,0,0
67,['<ARG0>This is what it is</ARG0> <SIG0>resulted into</SIG0> <ARG1>a fight between two groups of people</ARG1> .'],0,0,0,0,0,0,0
68,['<ARG1>Also booked was a former minister</ARG1> <SIG0>for</SIG0> <ARG0>inciting acts of violence</ARG0> .'],0,0,0,0,0,0,0
69,"['However , Nitish Kumar termed <ARG1>the government is shut down</ARG1> <ARG0>affected to development</ARG0> .']",0,0,0,0,0,0,0
70,['<ARG0>There is a clash</ARG0> <ARG1>three students were injured</ARG1> .'],0,0,0,0,0,0,0
71,['<ARG1>There was a lot of police in that area</ARG1> <SIG0>due to</SIG0> <ARG0>there is a protest</ARG0> .'],0,0,0,0,0,0,0
72,"['<ARG1>More than 60,000 children were stranded</ARG1> <SIG0>by</SIG0> <ARG0>there was a strike</ARG0> .']",0,0,0,0,0,0,0
73,"['<ARG1>There is a search on</ARG1> <ARG0>the abduction people can be traced and recovered</ARG0> , "" he said .']",0,0,0,0,0,0,0
74,['<ARG0>The bomb</ARG0> <ARG1>panic amongst villagers</ARG1> .'],0,0,0,0,0,0,0
75,"['In all , <ARG1>58 people have been arrested</ARG1> <SIG0>for</SIG0> <ARG0>there is violence</ARG0> .']",0,0,0,0,0,0,0
76,[],0,0,0,0,0,0,0
77,['<ARG1>They said they would continue demonstrating</ARG1> <SIG0>until</SIG0> <ARG0>The bail was paid</ARG0> .'],0,0,0,0,0,0,0
78,"['<ARG0>The package was not satisfactory</ARG0> , <ARG1>workers staged a sit in</ARG1> .']",0,0,0,0,0,0,0
79,['<ARG0>There were stones thrown</ARG0> and <ARG1>people were injured</ARG1> .'],0,0,0,0,0,0,0
80,['<ARG0>She was held hostage by the inmates</ARG0> were <ARG1>someone has been arrested</ARG1> .'],0,0,0,0,0,0,0
81,['“ <ARG1>The villages were not accessible by them</ARG1> <SIG0>by</SIG0> <ARG0>the trees are being cut down</ARG0> .'],0,0,0,0,0,0,0
82,[],0,0,0,0,0,0,0
83,['<ARG1>The road was completely blocked by protesters</ARG1> <SIG0>by</SIG0> <ARG0>adding more rocks</ARG0> .'],0,0,0,0,0,0,0
84,"['When <ARG0>a guard attempted to stop it</ARG0> , <ARG1>he was attacked</ARG1> .']",0,0,0,0,0,0,0
85,['<ARG1>slogans were raised by the protesters</ARG1> <ARG0>the government is against it</ARG0> .'],0,0,0,0,0,0,0
86,['<ARG1>They objected</ARG1> <ARG0>the circle inspector was against it</ARG0> .'],0,0,0,0,0,0,0
87,['“ <SIG0>Had</SIG0> <ARG0>the administration did not want it</ARG0> <ARG1>the incident might have been avoided</ARG1> .'],0,0,0,0,0,0,0
88,['<ARG1>Two women were arrested</ARG1> <SIG0>for</SIG0> <ARG0>the business was burned to the ground</ARG0> .'],0,0,0,0,0,0,0
89,['<ARG1>There was a cancellation of the protest</ARG1> <SIG0>following</SIG0> <ARG0>talks with the officials</ARG0> .'],0,0,0,0,0,0,0
90,['<ARG1>They were claimed to have been killed by the police</ARG1> <SIG0>while</SIG0> <ARG0>there is a bomb in the bus Station</ARG0> .'],0,0,0,0,0,0,0
91,[],0,0,0,0,0,0,0
92,"['<ARG1>Vehicles were also used</ARG1> <ARG0>in Berlin and Nice, attack civilians</ARG0> .']",0,0,0,0,0,0,0
93,['<ARG1>The services were stopped at night</ARG1> <SIG0>following</SIG0> <ARG0>the call is made by a band</ARG0> .'],0,0,0,0,0,0,0
94,['<ARG1>Cricket ties were halted by India</ARG1> in the aftermath of <ARG0>terrorist attack on Mumbai in 2008</ARG0> .'],0,0,0,0,0,0,0
95,['<ARG1>There have been many protests held by RDSc</ARG1> <SIG0>for</SIG0> <ARG0>train movement during the night is restored</ARG0> .'],0,0,0,0,0,0,0
96,"['He said <ARG0>some protesters were violent</ARG0> , and <ARG1>it was necessary to divert traffic</ARG1> .']",0,0,0,0,0,0,0
97,['<ARG1>The people were arrested</ARG1> after <ARG0>there were barricades on the roads and residents were on the street</ARG0> .'],0,0,0,0,0,0,0
98,['<ARG0>There were stones thrown at the bus</ARG0> <ARG1>the driver is named Babu</ARG1> .'],0,0,0,0,0,0,0
99,"['<SIG0>Following</SIG0> <ARG0>there is a protest</ARG0> , <ARG1>the highway traffic was stopped for a while</ARG1> .']",0,0,0,0,0,0,0
100,"[""<ARG0>There was an attack</ARG0> <SIG0>had sparked</SIG0> <ARG1>the CPM leader's reactions were very sharp</ARG1> .""]",0,0,0,0,0,0,0
101,"[""<SIG0>If</SIG0> <ARG0>an agreement wasn't reached</ARG0> <ARG1>there would be more protests</ARG1> , Gumede said .""]",0,0,0,0,0,0,0
102,['He said <ARG1>there will be action taken</ARG1> <ARG0>those found guilty of attacking vehicles</ARG0> .'],0,0,0,0,0,0,0
103,['<ARG1>There were a lot of shutdowns in the Jammu region</ARG1> <ARG0>the incident against it</ARG0> .'],0,0,0,0,0,0,0
104,['“ <ARG1>We are going to continue the strike</ARG1> <SIG0>till</SIG0> <ARG0>the Government assures us</ARG0> .'],0,0,0,0,0,0,0
105,['<ARG0>There were attacks</ARG0> <SIG0>resulted in</SIG0> <ARG1>hundreds of people have died and hundreds of people have been injured</ARG1> .'],0,0,0,0,0,0,0
106,['<ARG1>There are about 120 students striking</ARG1> <ARG0>they are demanding that the stipend be paid</ARG0> .'],0,0,0,0,0,0,0
107,"['<SIG0>As</SIG0> <ARG0>there was violence that spread</ARG0> , <ARG1>there was a curfew in eight additional localities</ARG1> .']",0,0,0,0,0,0,0
108,['<ARG1>The clash of clans</ARG1> <SIG0>was the outcome of</SIG0> <ARG0>there was a fight between sections</ARG0> .'],0,0,0,0,0,0,0
109,"[""<ARG1>More than 17,000 workers were fired</ARG1> after <ARG0>they didn't want to return to work</ARG0> .""]",0,0,0,0,0,0,0
110,['<ARG1>The protest was called off</ARG1> <SIG0>as</SIG0> <ARG0>the police relented on their demands</ARG0> .'],0,0,0,0,0,0,0
111,"['On Monday , <ARG1>two people died</ARG1> , <ARG0>the police allegedly mistreated the protesters</ARG0> .']",0,0,0,0,0,0,0
112,"['As the Muslims and tribals clashed , <ARG1>there were eight injured people</ARG1> in <ARG0>police are firing</ARG0> .']",0,0,0,0,0,0,0
113,"['<SIG0>As</SIG0> <ARG0>the tribes and Muslims clashed</ARG0> , eight people were injured in <ARG1>police are firing</ARG1> .']",0,0,0,0,0,0,0
114,[],0,0,0,0,0,0,0
115,"['<ARG1>Around noon, there were brawls</ARG1> when <ARG0>the police tried to take the banners</ARG0> .']",0,0,0,0,0,0,0
116,"['<SIG0>Following</SIG0> <ARG0>there was an incident</ARG0> , <ARG1>the labour workers stopped their work</ARG1> .']",0,0,0,0,0,0,0
117,['<ARG1>The convention was organised by it</ARG1> <ARG0>secular forces are mobilised support</ARG0> .'],0,0,0,0,0,0,0
118,[],0,0,0,0,0,0,0
119,['<ARG1>The boycott is symbolic</ARG1> <SIG0>because</SIG0> <ARG0>he is viewed as ceremonial</ARG0> .'],0,0,0,0,0,0,0
120,"['<ARG0>The stones are being thrown</ARG0> <SIG0>resulted in</SIG0> <ARG1>security personnel have been injured</ARG1> , he said .']",0,0,0,0,0,0,0
121,['<ARG1>Medical services are lacking</ARG1> <SIG0>because of</SIG0> <ARG0>there was a strike</ARG0> left several patients in agony .'],0,0,0,0,0,0,0
122,['<ARG0>Medical services are lacking</ARG0> because of the strike <ARG1>several patients are in pain</ARG1> .'],0,0,0,0,0,0,0
123,['They said <ARG1>the action would go on</ARG1> <SIG0>until</SIG0> <ARG0>there was a plan</ARG0> .'],0,0,0,0,0,0,0
124,['<ARG0>The driver hit the man</ARG0> <ARG1>his legs and hands were injured</ARG1> .'],0,0,0,0,0,0,0
125,['<ARG1>There were two more arrests later</ARG1> <SIG0>for</SIG0> <ARG0>the person is alleged to be involved with the explosion</ARG0> .'],0,0,0,0,0,0,0
126,['<ARG0>There was a strike</ARG0> <SIG0>has led</SIG0> <ARG1>different stakeholders lose a lot of money on a daily basis</ARG1> .'],0,0,0,0,0,0,0
127,"['But <ARG1>He would not stop his strike</ARG1> <SIG0>by</SIG0> <ARG0>not eating any food</ARG0> , he added .']",0,0,0,0,0,0,0
128,['<ARG1>This is a lie</ARG1> <ARG0>they did not like the stirur movement</ARG0> .'],0,0,0,0,0,0,0
129,"['<ARG1>Truck drivers across the country went on strike</ARG1> <SIG0>for</SIG0> <ARG0>on Tuesday, the pay is better</ARG0> .']",0,0,0,0,0,0,0
130,"[""<ARG1>On Tuesday, the farmworkers resumed their strike</ARG1> when <ARG0>their demands weren't met</ARG0> .""]",0,0,0,0,0,0,0
131,['<ARG0>There was a lot of violence there</ARG0> has <ARG1>fears of more attacks and heightened tensions</ARG1> .'],0,0,0,0,0,0,0
132,"['On July 28 , <ARG0>two people are arguing between them</ARG0> <SIG0>had led to</SIG0> <ARG1>there is a Communal Flare-Up</ARG1> .']",0,0,0,0,0,0,0
133,['<ARG1>Two people are dead in the district</ARG1> <ARG0>there is a demand for statehood</ARG0> .'],0,0,0,0,0,0,0
134,"['<ARG1>On September 9, the strike started</ARG1> , <ARG0>there was an increase in the percentage of demand</ARG0> .']",0,0,0,0,0,0,0
135,"['<SIG0>Despite</SIG0> <ARG0>the march is peaceful</ARG0> , <ARG1>there were a lot of businesses that were not open</ARG1> .']",0,0,0,0,0,0,0
136,"['In <ARG0>retribution</ARG0> , <ARG1>the police opened fire</ARG1> which finally capped the clashes .']",0,0,0,0,0,0,0
137,"['In retaliation , <ARG0>the police opened fire</ARG0> <ARG1>the clashes finally ended</ARG1> .']",0,0,0,0,0,0,0
138,"['<ARG1>On Sunday, residents began protesting</ARG1> <SIG0>about</SIG0> <ARG0>there is a shortage of water</ARG0> .']",0,0,0,0,0,0,0
139,['<ARG0>Police personnel were involved</ARG0> and <ARG1>they were urged to stop protesting</ARG1> - but to no avail .'],0,0,0,0,0,0,0
140,"[""<ARG1>Protests were staged by villagers</ARG1> , <ARG0>the department should resume 'Operation Elephant'</ARG0> .""]",0,0,0,0,0,0,0
141,['<ARG1>The activists took to the streets to protest</ARG1> <ARG0>police action against people</ARG0> .'],0,0,0,0,0,0,0
142,['<ARG1>A march was taken out by the activists</ARG1> <ARG0>protesting against police actions</ARG0> .'],0,0,0,0,0,0,0
143,['<ARG0>The station was burned down</ARG0> <ARG1>the repair was done and the new paint was applied overnight</ARG1> .'],0,0,0,0,0,0,0
144,['It is being alleged that <ARG0>there is racism</ARG0> <SIG0>could have been one of the triggers for</SIG0> <ARG1>the argument</ARG1> .'],0,0,0,0,0,0,0
145,['<ARG1>Devotees and priests were shocked by the incident</ARG1> <ARG0>there were people who witnessed the incident</ARG0> .'],0,0,0,0,0,0,0
146,"[""`` <ARG1>There are talks going on</ARG1> <ARG0>the wage disputes should be solved and the Strike should be ended</ARG0> , '' she said .""]",0,0,0,0,0,0,0
147,"[""<ARG1>We will intensify the strike</ARG1> after <ARG0>it's good to work with people who are like minded</ARG0> , he added .""]",0,0,0,0,0,0,0
148,['<ARG1>Akram was wanted by the nia to be caught alive</ARG1> <SIG0>as</SIG0> <ARG0>he could give clues to the case</ARG0> .'],0,0,0,0,0,0,0
149,"['In <ARG0>there was a gunfight</ARG0> , <ARG1>three people have died</ARG1> , the atrmy spokesman said .']",0,0,0,0,0,0,0
150,"['<ARG1>There were many people killed</ARG1> in <ARG0>the protest</ARG0> , which also saw large scale damage to property .']",0,0,0,0,0,0,0
151,"['Thirty people were killed in <ARG0>the protest</ARG0> , <ARG1>large scale destruction to the property was also seen</ARG1> .']",0,0,0,0,0,0,0
152,['<ARG0>Police use teargas</ARG0> <SIG0>was answered with</SIG0> <ARG1>a few shots were fired from a house</ARG1> .'],0,0,0,0,0,0,0
153,[],0,0,0,0,0,0,0
154,"['After <ARG0>the jaws left</ARG0> , <ARG1>there was an attack on the Police station</ARG1> , ” said a resident .']",0,0,0,0,0,0,0
155,['<ARG1>The locals blocked the highway for 6 hours</ARG1> <ARG0>the MoU has been demanded of</ARG0> .'],0,0,0,0,0,0,0
156,"['<ARG0>Within a couple of days, the rebels retaliated with vengeance</ARG0> , <ARG1>security personnel were butchered</ARG1> .']",0,0,0,0,0,0,0
157,['<ARG1>The protesters came with carts</ARG1> <ARG0>stop the traffic</ARG0> .'],0,0,0,0,0,0,0
158,['<ARG0>There were other explosions</ARG0> <ARG1>the railway line goes from the township to the city</ARG1> .'],0,0,0,0,0,0,0
159,"[""<ARG1>They were angry</ARG1> when <ARG0>the mayor couldn't accept the memorandum</ARG0> .""]",0,0,0,0,0,0,0
160,"[""Students declare that <ARG1>they can't continue their protest</ARG1> <SIG0>as</SIG0> <ARG0>they need to focus on their exams</ARG0>""]",0,0,0,0,0,0,0
161,"[""<ARG1>He wasn't condemning the violence ofRSS workers</ARG1> <ARG0>it's a good idea to getRSS support</ARG0> , he added .""]",0,0,0,0,0,0,0
162,['<ARG0>These are the ambitions</ARG0> <ARG1>they were behind the rallies and demonstrations held on Sunday</ARG1> .'],0,0,0,0,0,0,0
163,['He dismissed as unfounded earlier reports that <ARG1>a student died</ARG1> during <ARG0>there was a melee</ARG0> .'],0,0,0,0,0,0,0
164,['<ARG1>There were roads that were closed in the early hours of the morning</ARG1> after <ARG0>protesters burned tires to blockade them</ARG0> .'],0,0,0,0,0,0,0
165,"['<ARG1>Five weeks later, the workers are back on the job</ARG1> <ARG0>minimum pay is 9000 per month</ARG0> .']",0,0,0,0,0,0,0
166,"['In all , <ARG1>there were three people who died</ARG1> in the incident <SIG0>due to</SIG0> <ARG0>there are burns</ARG0> .']",0,0,0,0,0,0,0
167,"['In all , <ARG1>there were three people who died</ARG1> in <ARG0>there was an incident</ARG0> due to burns .']",0,0,0,0,0,0,0
168,"[""<ARG1>Members won't be quiet</ARG1> <SIG0>if</SIG0> <ARG0>the protest had no assurance that it would be withdrawn</ARG0> .""]",0,0,0,0,0,0,0
169,['`` <ARG1>This is a strike</ARG1> is causing huge disruptions and <SIG0>all because of</SIG0> <ARG0>a small increase in wages</ARG0> .'],0,0,0,0,0,0,0
170,[],0,0,0,0,0,0,0
171,['<ARG0>There was an incident in Pathanskot</ARG0> <ARG1>too exposed the spread of cancer caused by corruption</ARG1> .'],0,0,0,0,0,0,0
172,"[""<ARG1>The strike took place in September</ARG1> , <ARG0>a month's worth of salary is R 16,000</ARG0> .""]",0,0,0,0,0,0,0
173,['<ARG1>Police personnel have suffered injuries</ARG1> in <ARG0>there was a clash</ARG0> .'],0,0,0,0,0,0,0
174,['<SIG0>As a result of</SIG0> <ARG0>there are protests</ARG0> <ARG1>there were no buses or taxis operating</ARG1> .'],0,0,0,0,0,0,0
175,"[""<ARG1>It isn't a good time to celebrate</ARG1> , <ARG0>there is no winner in the strike</ARG0> , '' Magara said .""]",0,0,0,0,0,0,0
176,"[""<SIG0>In case</SIG0> <ARG0>the government's stand doesn't change</ARG0> , <ARG1>we will intensify the stir</ARG1> .""]",0,0,0,0,0,0,0
177,"['<ARG1>Since August 25, he has not eaten</ARG1> <ARG0>there is support for united AP</ARG0> .']",0,0,0,0,0,0,0
178,['<ARG1>Jacob was the deputypresident of the ANC</ARG1> when <ARG0>the noise got too loud</ARG0> .'],0,0,0,0,0,0,0
179,['<ARG0>There was a terrorist attack at the air base</ARG0> <ARG1>another chinks in the armor of the media</ARG1> .'],0,0,0,0,0,0,0
180,"['<ARG1>There was a demonstrator briefly taken into custody</ARG1> when <ARG0>he put the banner up</ARG0> , witnesses said .']",0,0,0,0,0,0,0
181,['<ARG1>Fifteen activists were taken into police custody</ARG1> <SIG0>for</SIG0> <ARG0>there are people blocking traffic</ARG0> .'],0,0,0,0,0,0,0
182,[],0,0,0,0,0,0,0
183,"['<ARG1>Two people were lynching others</ARG1> , <ARG0>they suspected that they were supporters</ARG0> .']",0,0,0,0,0,0,0
184,['<ARG1>The village became a fight field</ARG1> <SIG0>as</SIG0> <ARG0>the groups with guns were in the center of the stage</ARG0> .'],0,0,0,0,0,0,0
185,"['On Tuesday , <ARG1>shops in the area were closed</ARG1> <ARG0>the idol has been damaged in a protest</ARG0> .']",0,0,0,0,0,0,0
186,['<ARG1>There are unions protesting</ARG1> <ARG0>the state has policies that increase inflation and privatisation</ARG0> .'],0,0,0,0,0,0,0
187,"['<ARG1>The man was charged by the police</ARG1> <SIG0>with</SIG0> <ARG0>under various sections of the Penal Code, inciting violence</ARG0> .']",0,0,0,0,0,0,0
