index,text,label
cnc_train_01_61_0_0,"But the locals said clashes between the residents and the Army started in the morning when the latter stopped the movement of fruit trucks in Rafiabad and Sopore , asking the drivers to ply only during the shutdown period .",1
cnc_train_01_62_0_0,"“ The youth was killed at a protest against the Army ’ s action halting the vehicles , ” alleged Mohammad Yasin Khan , head of a traders ’ body .",0
cnc_train_01_63_0_0,"Joshua Wong , the teenage activist who was one of the most recognisable faces of Hong Kong ’ s umbrella movement protests , has been found guilty of “ illegal assembly ” by a court in the former British colony .",0
cnc_train_01_64_0_0,The action helped launch a 79-day street occupation that was described as the greatest challenge to China ’ s Communist rulers since the 1989 Tiananmen protests .,1
cnc_train_01_66_0_0,"Meanwhile , a peace rally , taken out on behalf of the Sarvodaya movement from Chennai , reached Kamarajar district .",0
cnc_train_01_67_0_0,ANDHRA PRADESH Constable and SI allege harassment by higher-up SEEKING JUSTICE : Reserve constable Sanyasi Sahu staging a dharna opposite the City Armed Reserve office in Visakhapatnam on Saturday .,0
cnc_train_01_68_0_0,"April 09 , 2006 00:00 IST Senior officers reportedly trying to sort out issue VISAKHAPATNAM : The Police Stadium , which also houses the headquarters of the City Armed Reserve located , witnessed a rare incident of a constable and a Sub-Inspector staging a silent protest .",0
cnc_train_01_69_0_0,"Incidentally , the officer against whom they made the allegations resumed duty on Saturday after recovering from the injuries he had suffered in the police-fishermen clashes in Gangavaram on March 27 .",0
cnc_train_01_70_0_0,Some police personnel intervened and urged them to give up their protest - but to no avail .,1
cnc_train_01_71_0_0,They poured out their woes to the reporters and photographers who reached the Police Stadium on hearing about the incident .,1
cnc_train_01_73_0_0,"Madhi was produced before the ' Kangaroo Court ' and killed by the ultra for acting as a police informer , villagers alleged .",1
cnc_train_01_74_0_0,"On Friday , the Maoists had looted the house of a special police officer ( SPO ) , Lacha Madkami , one of Madhi 's relations , of the same village .",0
cnc_train_01_75_0_0,"Superintendent of police , Malkangiri , Akhileswar Singh said they have got the information about the incident and inquiry was continuing .",0
cnc_train_01_77_0_0,"However , there was hardly any affect noticed in Koraput district due to the bandh , the sources said .",0
cnc_train_01_78_0_0,"Hassan : Residents protest delay in improving road September 25 , 2013 00:00 IST Residents of Belur on Monday protested the delay in repairing the main road in the town by planting banana saplings in the middle of the road .",1
cnc_train_01_79_0_0,The protesters planted the saplings in potholes to draw the attention of the officials to the poor condition of the road .,1
cnc_train_01_80_0_0,"Earlier , the protesters , led by workers of Jaya Karnataka Vedike , took out a procession and stopped the movement of vehicles for half an hour .",1
cnc_train_01_82_0_0,KSRTC buses were attacked at ten places .,0
cnc_train_01_83_0_0,Two bus drivers were hurt in the attacks .,1
cnc_train_01_84_0_0,Hartal supporters pelted stones at a KSRTC bus at Karamana injuring driver Babu .,1
cnc_train_01_85_0_0,"In a similar incident at Karakkamandapam , KSRTC driver V .",0
cnc_train_01_86_0_0,Hartal supporters surrounded a police station at Attakkulangara demanding that four men arrested by police for pelting stones at KSRTC buses be freed .,1
cnc_train_01_87_0_0,KSRTC buses were also attacked at a few other places including Poojappura and Balaramapuram .,0
cnc_train_01_88_0_0,"At Kallukkodu , Muttathara , hartal supporters got a taste of their own medicine .",0
cnc_train_01_89_0_0,"However , local people and the shopkeepers joined forces and pelted stones at the hartal supporters forcing them to flee .",1
cnc_train_01_92_0_0,"Although everyone is keenly aware of how the power of the internet helped foster the massive march in 2003 , for now there are hotter topics in local cyberspace .",0
cnc_train_01_93_0_0,"Management , Unions at loggerheads in KSRTC over attack on employees 07th July 2012 11:27 AM 204 attacks in 120 days !",0
cnc_train_01_94_0_0,The controversy sparked off after the Kerala State Road Transport Employees Association ( KSRTEA ) pasted stickers on KSRTC buses seeking public intervention against ‘ police-goonda ’ attack on employees .,1
cnc_train_01_95_0_0,The management responded to this by issuing an order the other day seeking immediate removal of the posters .,0
cnc_train_01_96_0_0,"‘ ’ They did nothing when the staff were brutally attacked by anti-social elements and police officials , ’ ’ said Jose Jacob , general secretary of the KSRTEA .",0
cnc_train_01_99_0_0,"Sivaji Terminus in Mumbai firing indiscriminately with an AK -47 on 26/11 , while a brave constable tried to return fire with a .303 rifle is still green .",0
cnc_train_01_102_0_0,"Max Chung , who delivered the application for a letter of no objection from the police , that is required to hold a rally , said : “ We want to show to the public and international community that Hong Kongers , we will never surrender in front of terrorism … To show our solidarity and say no to terrorism , we have to stand up. ” Chung said : “ Yuen Long was under terrorist attack and we have no choice but to take it back. ” The protests , principally over a controversial bill that would allow suspects to be extradited from Hong Kong to mainland China , have taken on new demands , including an investigation into police use of rubber bullets , teargas and physical violence against protesters .",0
cnc_train_01_103_0_0,Protesters are angry at the police ’ s slow response to the attack in Yuen Long and their pursuit of the case .,1
cnc_train_01_104_0_0,The violence in Yuen Long has heightened tensions and fears of further attacks .,1
cnc_train_01_105_0_0,"On Tuesday evening , unverified footage showed men in white gathering in Tuen Mun , another city near Yuen Long in the New Territories .",0
cnc_train_01_106_0_0,"Hong Kong ’ s leader , Carrie Lam , said the “ shocking violence ” in Yuen Long would be investigated , but devoted most of her comments to criticising protesters , who surrounded Beijing ’ s liaison office in Hong Kong and defaced the national emblem of the People ’ s Republic of China on Sunday .",0
cnc_train_01_107_0_0,"On Tuesday , a group of aviation staff called for a protest at Hong Kong airport on Friday to condemn the government and police for “ ignoring the random attacks on citizens in Yuen Long ” .",1
cnc_train_01_108_0_0,"In Yuen Long , Chung and other protesters are demanding the government conducts an independent investigation and officially characterises the violence as a “ cross-border terrorist attack ” .",0
cnc_train_01_110_0_0,"Suddenly , a motley group of slogan-shouting students emerged from the dhaba .",0
cnc_train_01_111_0_0,"They exhorted us to join the protest against the recommendations of the Mandal Commission , which had been implemented a day earlier .",0
cnc_train_01_112_0_0,Thus we too joined the sloganeering .,0
cnc_train_01_113_0_0,"By the time the self-styled leaders had commandeered a few DTC buses , nearly 200 postgraduate and doctoral students had gathered at an intersection , which later became the epicentre of protests and was rechristened euphemistically as Kranti Chowk .",0
cnc_train_01_114_0_0,"Some hotheads tried to gatecrash , provoking the policemen into action  they charged ferociously , dispersing the crowd within minutes .",1
cnc_train_01_115_0_0,"That night , Doordarshan telecast news of protests .",0
cnc_train_01_117_0_0,"As we closed in on the hideout of the militants , a fire fight began that continued for over an hour , ” he said .",0
cnc_train_01_118_0_0,"According to reports , two militants have been shot dead in the encounter .",0
cnc_train_01_119_0_0,"“ One of them is Amir Ali Kamal , code name Akram , who was prime accused in the Delhi High Court blast , ” the officer said .",0
cnc_train_01_120_0_0,Akram was on the radar of the National Investigation Agency ( NIA ) as he is believed to have arranged explosives and planter for the blast .,1
cnc_train_01_121_0_0,"He is an accused in the Delhi High Court blast of Sep 7 , 2011 in which at least 10 people were killed and over 70 injured .",1
cnc_train_01_122_0_0,The NIA wanted to catch Akram alive as he could provide clues in resolving the blast case .,1
cnc_train_01_123_0_0,The Kishtwar area has been in focus ever since the Delhi High Court blast as the first of the e—mails claiming responsibility for the blast emanated from here .,0
cnc_train_01_124_0_0,Two more youths were arrested later for allegedly being involved in the blast .,1
cnc_train_01_125_0_0,Modi visited the homes of all the six victims of the serial blasts which rocked Patna ’ s Gandhi Maidan and other parts of the city during his visit to address the Hunkar Rally on October 27 .,0
cnc_train_01_127_0_0,"Now , he is charged with exploiting the grief of the terror victims of 26/10 .",0
cnc_train_01_128_0_0,"By visiting the families of the Patna blast victims , NaMo is drilling home the point that NiKu is least bothered about the personal tragedies of his people .",0
cnc_train_01_129_0_0,"In August that year , militantly aggressive Kurmis mowed down 14 Dalits in the sleepy hamlet of Belchchi in Nalanda district .",0
cnc_train_01_130_0_0,"Indira landed in Nalanda and waded into the floodwaters on an elephant to visit each Dalit family , which had lost members in the caste pogrom .",1
cnc_train_01_131_0_0,The grief list also includes the nights spent by Rahul in Dalit colonies and the visits of Manmohan Singh and Sonia Gandhi to Chhattisgarh after top Congress leaders were massacred by Naxalites .,0
cnc_train_01_132_0_0,Modiites are now reminding the Congress about the trips which Sonia and the Prime Minister made to Muzzafarnagar after 43 were killed in the worst-ever communal clashes in decades .,0
cnc_train_01_133_0_0,Bandhopadhay also said two Trinamool Congress workers were killed at Sashan in North 24 Parganas district recently .,0
cnc_train_01_134_0_0,"A car with Union ministers Mukul Roy and Sultan Ahmed was attacked allegedly by CPM cadres on Wednesday , he alleged .",0
cnc_train_01_137_0_0,"US Committed to Seeking Justice on Behalf of All 26/11 Victims 05th August 2015 12:04 PM NEW YORK : The US is committed to pursuing justice on behalf of the victims of the 2008 Mumbai attack no matter how "" arduous "" the task is , a top Indian-origin American diplomat has said .",0
cnc_train_01_138_0_0,""" We have certainly reiterated our support and our commitment to India 's efforts to seek justice on behalf of the victims "" of the 26/11 attack , Assistant Secretary of State for South and Central Asian Affairs Nisha Desai Biswal told PTI when asked about the delay in bringing to justice the perpetrators of the 2008 terror attacks .",0
cnc_train_01_140_0_0,"Given that nearly seven years have passed since the horrendous terror attacks that claimed over 160 lives and injured many others , Biswal said bringing justice for the victims in terror attacks may appear to be an arduous andlong-drawn process .",0
cnc_train_01_141_0_0,Biswal underlined that the US on its part had offered rewards for information leading to the arrest and prosecution of individuals associated with the Mumbai attack .,0
cnc_train_01_142_0_0,"Referring to the terror attack in Punjab 's Gurdaspur district on July 27 , Biswal said the US has strongly condemned and expressed its concern over the attack .",0
cnc_train_01_143_0_0,She said the US has expressed its cooperation ith Indian authorities on on any specific aspects of the incident .,0
cnc_train_01_146_0_0,"The step came after RLD workers , led by district party president Ajit Rathi , former UP minister Dharamvir Balyan and MLC Chaudhry Mushtaq , staged a dharna outside the DM 's office here yesterday and submitted a memorandum to him .",0
cnc_train_01_147_0_0,"CHENNAI : Chennai sees its first ever hunger fast against HCL April 08 , 2013 00:00 IST For the first time in Chennai , graduates denied jobs by a multi-national corporation who had recruited them from their college campuses , staged a hunger strike on Sunday .",0
cnc_train_01_149_0_0,"The recruits , at Valluvar Kottam shouted slogans including , “ HCL lend us your ears , give us back our two years , ” while undertaking the day-long fast .",0
cnc_train_01_151_0_0,The naib sarpanch was killed and 17 others were seriously injured in the clash over use of a village field .,1
cnc_train_01_152_0_0,Bimbola village turned into a battle field as rival groups wielding guns took the centre stage .,1
cnc_train_01_153_0_0,The clash took place over use of the field .,1
cnc_train_01_154_0_0,Police said he was detained by group of 30 to 40 persons from the general caste on Monday morning but he managed to escape .,0
cnc_train_01_155_0_0,"However , when he was returning home in the night , Pradhan was intercepted again by them and killed .",0
cnc_train_01_156_0_0,Soon a clash ensued between supporters of Pradhan and the rival group in which 17 persons were injured .,0
cnc_train_01_159_0_0,"Patigul Tohti , who was wounded and captured at the scene , was jailed for life after being convicted of taking part in the attack .",1
cnc_train_01_160_0_0,Tohtunyaz helped them to acquire more than 10 knives used in the attack .,0
cnc_train_01_161_0_0,"Two days before the attack , local police arrested Tohtunyaz , Ehet and Muhammad as they tried to illegally cross into Vietnam via Honghe county , the court said .",1
cnc_train_01_162_0_0,"They did not confess to the planned attack after their capture , and so should bear full responsibility for the loss of life , the court said .",1
cnc_train_01_163_0_0,"Despite losing contact with the three men , five other members of the group went ahead with the attack .",0
cnc_train_01_164_0_0,"Initial reports by a variety of media , some quoting witnesses , said eight people brandished knives in the Saturday , March 1 attack .",0
cnc_train_01_165_0_0,"Police announced on the Monday after the attack that three suspects had been taken into custody , which now appears to be a reference to the trio detained on February 27 .",0
cnc_train_01_166_0_0,"At least five more people will be tried over the attack , Xinhua has reported .",0
cnc_train_01_167_0_0,The government has blamed separatist forces from Xinjiang for the attack .,1
cnc_train_01_172_0_0,Some schools which had to postpone their mid-term examinations due to the bandh have the additional task of conducting the tests before resuming the classes .,1
cnc_train_01_176_0_0,"Foreign Secretary Shivshankar Menon , who discussed bilateral issues with his Pakistani counterpart Salman Bashir on the sidelines of the SAARC Foreign Secretaries meeting here , said that Islamabad would have to bring the perpetrators of the Mumbai attack to justice and give credible evidence of dismantling the terrorist infrastructure on the soil of Pakistan .",0
cnc_train_01_177_0_0,About 125 bus operators across Gauteng stopped reporting for duty two weeks ago following a dispute in mileage payment .,1
cnc_train_01_178_0_0,"Over 60,000 pupils were left stranded by the strike .",1
cnc_train_01_180_0_0,"Four days ago , guard Rakesh Jha had gone on a hunger strike at Churchgate Station after he was denied leave despite applying two months back .",1
cnc_train_01_181_0_0,"A guard said , "" When Jha did not get leave till four hours before departure of his train , he hanged a poster around his neck announcing an indefinite hunger strike .",1
cnc_train_01_182_0_0,All the 417 guards in the suburban section refused to work extra hours in protest .,1
cnc_train_01_183_0_0,"The Left have been wiped out , "" Gandhi said at a rally here .",0
cnc_train_01_184_0_0,""" There is anarchy everywhere , misrule is all pervasive and there is a conspiracy of corruption , "" she told the gathering of about 30,000 people .",0
cnc_train_01_185_0_0,"She did not directly name Bhatta-Parsaul , the twin villages that have emerged as the epicentre of the agitation against land acquisition by the Uttar Pradesh government for an expressway project , but specifically mentioned the atrocities on farmers .",0
cnc_train_01_189_0_0,"After family members narrated the incident to their neighbours , people came on the road and held demonstrations .",1
cnc_train_01_190_0_0,"Tiruvannamalai : Cab drivers , owners take out rally May 22 , 2012 00:00 IST Tourist cab drivers and owners took out a rally here on Monday demanding to scrap lifetime tax system introduced by Tamil Nadu government .",1
cnc_train_01_191_0_0,The rally started from Kamaraj statue and proceeded through important roads of the town before culminating in front of Revenue Divisional Office .,0
cnc_train_01_192_0_0,"Tiruvannamalai District Tourist Car , Van Dirvers-Owners Welfare Association that organised the rally insisted that old tax system should continue .",0
cnc_train_01_193_0_0,At the end of the rally they submitted a memorandum to Revenue Divisional Officer V. Bupathi .,0
cnc_train_01_196_0_0,TMC workers have been accused of leading the attacks .,0
cnc_train_01_197_0_0,"There were reports of skirmishes and clashes , including stone pelting , in the area in which two policemen were injured .",1
cnc_train_01_198_0_0,"Another Congress worker , Repon Sheikh , was killed at Bharatpur in the same district during a clash between rival party supporters , the police said .",1
cnc_train_01_199_0_0,"Speaking to a TV news channel , Chief Minister Mamata Banerjee shrugged off the allegations that Trinamool cadres were behind the killing of the Congress workers .",0
cnc_train_01_200_0_0,"Accusing the CPM of instigating the violence , she said the deaths were result of clashes between the Congress and the Marxists .",1
cnc_train_01_201_0_0,But Congress MP and Union minister from Murshidabad Adhir Chowdhury blamed the Trinamool for the violence .,0
cnc_train_01_202_0_0,""" He alleged that the police did act to prevent such incidents despite the party giving them inputs about the violence beforehand .",0
cnc_train_01_203_0_0,""" The miscreants , who were earlier with the CPM and have recently joined the TMC , are responsible for the violence , "" Chowdhury said .",0
cnc_train_01_204_0_0,Beijing launched a campaign to ' educate ' Tibetan monks and nuns after unrest rocked Tibetan-populated areas in March 2008 .,1
cnc_train_01_206_0_0,`` We have been told of a possible one-day strike that has already affected Soweto .,0
cnc_train_01_207_0_0,"Earlier , the Johannesburg metro police said the strike was expected to also disrupt the Reya Vaya bus service .",1
cnc_train_01_208_0_0,It was not immediately clear what triggered the strike .,0
cnc_train_01_209_0_0,The SA National Taxi Council said it did not call for the strike .,0
cnc_train_01_210_0_0,"`` We do not know about the strike , if we called for a strike we could have informed commuters , '' said president Philip Taaibosch .",1
cnc_train_01_211_0_0,"Shiv Sena workers , including some legislators , today staged demonstrations against Karnataka Chief Minister B S Yeddyurappa here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city .",1
cnc_train_01_212_0_0,"The Sena members staged a protest at Gateway of India , adjacent to Taj hotel where the Karnataka CM was put up .",0
cnc_train_01_213_0_0,"The protesters shouted slogans against the Karnataka CM , demanding that Belgaum , along with Marathi speaking areas in that state , be merged with Maharashtra .",1
cnc_train_01_214_0_0,"Yesterday , over 50 Karnataka Rakshana Vedike ( KRV ) activists were taken into custody when they allegedly tried to attack some members of Maharashtra Ekikaran Samithi ( MES ) and corporators of Belgaum City Corporation .",1
cnc_train_01_215_0_0,"Thousands of demonstrators marched in Hong Kong on Saturday , facing the threat of arrest and increasingly severe warnings from Beijing .",0
cnc_train_01_216_0_0,"Protesters clad head to toe in black , carrying umbrellas and orange helmets , deviated from the route approved by police and took over a major road of the normally busy shopping district of Mongkok .",0
cnc_train_01_217_0_0,"One group held a black banner with the words : “ The police have overstepped ” , while others chanted for the release of protesters who have been arrested over the last two months of demonstrations .",0
cnc_train_01_218_0_0,"Protesters distributed protective gear such as face masks , in the event of clashes with police , who have used teargas on demonstrators .",0
cnc_train_01_219_0_0,The previously banned march was sanctioned by the police at the last minute and is one of several protests this weekend in Hong Kong .,0
cnc_train_01_221_0_0,"Thousands of civil servants , medical workers and staff from the city ’ s finance sector rallied on Thursday and Friday , while further protests were planned through the weekend .",0
cnc_train_01_223_0_0,"In recent days , Beijing has ramped up its condemnation of the protests , which it describes as “ riots ” , and has accused the US and other western powers of instigating the unrest to hurt China .",0
cnc_train_01_225_0_0,"Hong Kong police on Thursday also charged 44 people linked to the protests with “ rioting ” , a crime that carries a maximum penalty of 10 years in prison .",1
cnc_train_01_226_0_0,On online forums there were claims that police decided to allow the previously banned protest in Mongkok in order to surround demonstrators and arrest them en masse .,1
cnc_train_01_227_0_0,"If peaceful marches that disrupt the road for an afternoon or so don ’ t work , maybe it spills over to blockading more roads , maybe for long .",1
cnc_train_01_228_0_0,The statement condemned authorities for turning “ a deaf ear to peaceful protests from a wide section society ” and threatened more actions .,0
cnc_train_01_230_0_0,"ANDHRA PRADESH Work in banks , insurance firms hit August 21 , 2008 00:00 IST Back to old days : A horse-drawn cart comes in handy for passengers as autos went off the road during the general strike in Kurnool on Wednesday .",0
cnc_train_01_232_0_0,"Besides the bank and the insurance company employees , medical and sales representatives , members of the UTF , anganwadi , municipal and construction workers , hamalis , including the RTC porters , participated in the rally taken out under the banner of the leftist unions protesting against the ‘ anti-employee ’ and ‘ anti-national ’ policies of the Congress-led UPA government .",0
cnc_train_01_235_0_0,"Secretary of the Insurance Corporation Employees ’ Union , Nellore Division , K. Gopalakrishnaiah and other leaders , who held a demonstration in front of the United India Insurance Company here , criticised the UPA that had categorically said it would strengthen the LIC and GICs but was doing just the opposite by hiking the cap on the Foreign Direct Investment in the insurance sector .",0
cnc_train_01_236_0_0,Work in all offices and financial institutions came to a stand still on account of the strike .,1
cnc_train_01_237_0_0,"The membersof AITUC , CITU , CPI , CPI(M) , NGOs , bank and insurance employees unions took out a rally .",0
cnc_train_01_238_0_0,"Seven Maoists Killed in Gun Battle 18th February 2014 11:36 AM Seven Maoists were killed in a two-hour long gun battle with Maharashtra Police on the border the state shares with Chhattisgarh , a top official said Tuesday .",1
cnc_train_01_239_0_0,"The gun battle took place in the deep forests of Bedhkati area near the Gadchiroli-Gondia border around 11.30 p.m. late Monday , said Gadchiroli Superintendent of Police S. Haque .",0
cnc_train_01_240_0_0,""" The cross-firing lasted for nearly two hours .",0
cnc_train_01_243_0_0,"Police clueless about 15 abducted by Maoists 04th November 2011 09:45 PM PATNA : Four days after armed Maoists abducted 15 people , including 12 labourers , in Bihar 's Jamui district , police are still in dark about their whereabouts and have failed to rescue them , officials here said Friday .",0
cnc_train_01_244_0_0,""" Police have failed to recover the 15 abducted people .",0
cnc_train_01_246_0_0,"Search is on to trace and recover the abducted people , "" he said .",1
cnc_train_01_247_0_0,"The incident took place early Tuesday at Balthara village in Jamui district , about 200 km from Patna , when over three dozen armed Maoists stormed the office of a private construction company engaged in bridge construction and abducted the 15 people .",0
cnc_train_01_248_0_0,"Police suspect that the Maoists abducted the workers after the company refused to pay "" protection money "" demanded by the rebels .",1
cnc_train_01_249_0_0,Police officials in Jamui said the Maoists might have crossed to forest area of neighbouring Jharkhand along with abducted people .,0
cnc_train_01_250_0_0,"Meanwhile , the banned Communist Party of India-Maoist 's Jamui-Bhagalpur zone commander Chiragda denied the outfit 's involvement in the abduction and alleged that local criminals were involved .",0
cnc_train_01_251_0_0,"SANGAREDDY : Shortage of urea : farmers protest in Sangareddy August 17 , 2010 00:00 IST With the shortage of urea staring farmers on their face , scores of farmers held ‘ rasta roko ' and ‘ dharna ' across the district .",1
cnc_train_01_252_0_0,"While earlier it was the turn of Telangana Rashtra Samithi ( TRS ) to participate in protests in support to farmers , on Monday it was the Telugu Desam .",1
cnc_train_01_253_0_0,"Former Minister P. Babumohan , who was in oblivion for long , suddenly turned up in Sangareddy and participated in the agitation held before the Collectorate .",0
cnc_train_01_254_0_0,"Addressing the gathering , Mr. Babumohan said that the party was committed to the cause of the farmers .",0
cnc_train_01_255_0_0,"Similar protests were held at Narsapur , Sadasivapet , Toguta and other places .",0
cnc_train_01_256_0_0,At Toopran farmers blocked roads and held protest .,0
cnc_train_01_257_0_0,"False assurances Despite serious protests from the farming community , it seems that none of the three Ministers – J. Geeta Reddy , C. Damodar Rajanarasimha and V. Sunitha Lakshma Reddy - took the issue seriously .",0
cnc_train_01_260_0_0,"Following the Shani temple stir , Muslim women too on Thursday staged a protest demanding entry into a restricted area of the Haji Ali dargah .",1
cnc_train_01_262_0_0,"Following the incident , the labourers went on a dharna and stopped work .",1
cnc_train_01_264_0_0,"At the same time , the Jawaharlal Nehru University Staff Association ( JNUSA ) and Jawaharlal Nehru University Officers Association ( JNUOA ) also sought action against those who shouted anti-national slogans on the campus on February 9 .",0
cnc_train_01_266_0_0,"His arrest has sparked widespread protests by students , teachers as well as opposition parties .",1
cnc_train_01_267_0_0,The non-teaching staff staged protests in front of the administrative block of the JNU .,0
