,causal_text_w_pairs,corpus,doc_id,sent_id,eg_id,index,text,num_rs
10,"[""Protesting the unethical ban , hundreds of Bengal traders launched an agitation on Monday and <ARG1>it was said that it would be intensified</ARG1> , <SIG0>if</SIG0> <ARG0>the matter isn't resolved yet</ARG0> ."", ""Protesting the unethical ban , hundreds of Bengal traders launched an agitation on Monday and <ARG1>it was said that it would be intensified</ARG1> , <SIG0>if</SIG0> <ARG0>the matter isn't solved soon</ARG0> ."", ""Protesting the unethical ban , hundreds of Bengal traders launched an agitation on Monday and <ARG1>it was said that it would be intensified</ARG1> , <SIG0>if</SIG0> <ARG0>the matter isn't resolved just yet</ARG0> ."", ""Protesting the unethical ban , hundreds of Bengal traders launched an agitation on Monday and <ARG1>it was said that it would intensify</ARG1> , <SIG0>if</SIG0> <ARG0>the matter isn't resolved yet</ARG0> ."", ""Protesting the unethical ban , hundreds of Bengal traders launched an agitation on Monday and <ARG1>it was said that it would intensify</ARG1> , <SIG0>if</SIG0> <ARG0>the matter isn't solved soon</ARG0> ."", ""Protesting the unethical ban , hundreds of Bengal traders launched an agitation on Monday and <ARG1>it was said that it would intensify</ARG1> , <SIG0>if</SIG0> <ARG0>the matter isn't resolved just yet</ARG0> ."", ""Protesting the unethical ban , hundreds of Bengal traders launched an agitation on Monday and <ARG1>it was going to be intensified</ARG1> , <SIG0>if</SIG0> <ARG0>the matter isn't resolved yet</ARG0> ."", ""Protesting the unethical ban , hundreds of Bengal traders launched an agitation on Monday and <ARG1>it was going to be intensified</ARG1> , <SIG0>if</SIG0> <ARG0>the matter isn't solved soon</ARG0> ."", ""Protesting the unethical ban , hundreds of Bengal traders launched an agitation on Monday and <ARG1>it was going to be intensified</ARG1> , <SIG0>if</SIG0> <ARG0>the matter isn't resolved just yet</ARG0> .""]",0,0,0,0,0,0,0
11,"['<ARG1>On September 9, the strike started</ARG1> , <ARG0>there was an increase in the percentage of demand</ARG0> .', '<ARG1>On September 9, the strike started</ARG1> , <ARG0>the demanding percentage increased by double digits</ARG0> .', '<ARG1>On September 9, the strike started</ARG1> , <ARG0>there was an increase of double digit percentage</ARG0> .', '<ARG1>On September 9, there was a strike</ARG1> , <ARG0>there was an increase in the percentage of demand</ARG0> .', '<ARG1>On September 9, there was a strike</ARG1> , <ARG0>the demanding percentage increased by double digits</ARG0> .', '<ARG1>On September 9, there was a strike</ARG1> , <ARG0>there was an increase of double digit percentage</ARG0> .', '<ARG1>On September 9, the strike commenced</ARG1> , <ARG0>there was an increase in the percentage of demand</ARG0> .', '<ARG1>On September 9, the strike commenced</ARG1> , <ARG0>the demanding percentage increased by double digits</ARG0> .', '<ARG1>On September 9, the strike commenced</ARG1> , <ARG0>there was an increase of double digit percentage</ARG0> .']",0,0,0,0,0,0,0
12,"['Authorities yesterday said <ARG1>the project was worth HK$12 billion</ARG1> , <ARG0>the topic of protests by a large group of people</ARG0> .', 'Authorities yesterday said <ARG1>the project was worth HK$12 billion</ARG1> , <ARG0>the topic of protests by a lot of people</ARG0> .', 'Authorities yesterday said <ARG1>the project was worth HK$12 billion</ARG1> , <ARG0>the topic of protests by a large number of residents</ARG0> .', 'Authorities yesterday said <ARG1>the project was worth HK $12 billion</ARG1> , <ARG0>the topic of protests by a large group of people</ARG0> .', 'Authorities yesterday said <ARG1>the project was worth HK $12 billion</ARG1> , <ARG0>the topic of protests by a lot of people</ARG0> .', 'Authorities yesterday said <ARG1>the project was worth HK $12 billion</ARG1> , <ARG0>the topic of protests by a large number of residents</ARG0> .', 'Authorities yesterday said <ARG1>the project would be scrapped at a cost of HK$12 billion</ARG1> , <ARG0>the topic of protests by a large group of people</ARG0> .', 'Authorities yesterday said <ARG1>the project would be scrapped at a cost of HK$12 billion</ARG1> , <ARG0>the topic of protests by a lot of people</ARG0> .', 'Authorities yesterday said <ARG1>the project would be scrapped at a cost of HK$12 billion</ARG1> , <ARG0>the topic of protests by a large number of residents</ARG0> .']",0,0,0,0,0,0,0
13,"['<ARG1>In the summer of last year, many people marched in Dalian</ARG1> <ARG0>there is a demand to relocate a plant</ARG0> .', '<ARG1>In the summer of last year, many people marched in Dalian</ARG1> <ARG0>there is a demand to relocate achemical plant</ARG0> .', '<ARG1>In the summer of last year, many people marched in Dalian</ARG1> <ARG0>there is a demand to relocate a Chemical plant</ARG0> .', '<ARG1>In the summer of last year, many people took to the streets</ARG1> <ARG0>there is a demand to relocate a plant</ARG0> .', '<ARG1>In the summer of last year, many people took to the streets</ARG1> <ARG0>there is a demand to relocate achemical plant</ARG0> .', '<ARG1>In the summer of last year, many people took to the streets</ARG1> <ARG0>there is a demand to relocate a Chemical plant</ARG0> .', '<ARG1>In the summer of last year, many people took to the streets in Dalian</ARG1> <ARG0>there is a demand to relocate a plant</ARG0> .', '<ARG1>In the summer of last year, many people took to the streets in Dalian</ARG1> <ARG0>there is a demand to relocate achemical plant</ARG0> .', '<ARG1>In the summer of last year, many people took to the streets in Dalian</ARG1> <ARG0>there is a demand to relocate a Chemical plant</ARG0> .']",0,0,0,0,0,0,0
14,"['And in June 2007 , <ARG1>a large group of people gathered in the city of Xiamen</ARG1> , <ARG0>there is a protest</ARG0> against plans to built a paraxylene chemical plant in the city .', 'And in June 2007 , <ARG1>a large group of people gathered in the city of Xiamen</ARG1> , <ARG0>protest</ARG0> against plans to built a paraxylene chemical plant in the city .', 'And in June 2007 , <ARG1>a large group of people gathered in the city of Xiamen</ARG1> , <ARG0>there is a protest with the word ""SIG"" in it</ARG0> against plans to built a paraxylene chemical plant in the city .', 'And in June 2007 , <ARG1>a large number of people gathered in the city of Xiamen</ARG1> , <ARG0>there is a protest</ARG0> against plans to built a paraxylene chemical plant in the city .', 'And in June 2007 , <ARG1>a large number of people gathered in the city of Xiamen</ARG1> , <ARG0>protest</ARG0> against plans to built a paraxylene chemical plant in the city .', 'And in June 2007 , <ARG1>a large number of people gathered in the city of Xiamen</ARG1> , <ARG0>there is a protest with the word ""SIG"" in it</ARG0> against plans to built a paraxylene chemical plant in the city .', 'And in June 2007 , <ARG1>thousands of people gathered in the city of Xiamen</ARG1> , <ARG0>there is a protest</ARG0> against plans to built a paraxylene chemical plant in the city .', 'And in June 2007 , <ARG1>thousands of people gathered in the city of Xiamen</ARG1> , <ARG0>protest</ARG0> against plans to built a paraxylene chemical plant in the city .', 'And in June 2007 , <ARG1>thousands of people gathered in the city of Xiamen</ARG1> , <ARG0>there is a protest with the word ""SIG"" in it</ARG0> against plans to built a paraxylene chemical plant in the city .']",0,0,0,0,0,0,0
15,"['And in June 2007 , over 20,000 people rallied in Xiamen , a coastal city in Fujian province , <ARG1>to make a statement</ARG1> <ARG0>plans to build a plant that makes paraXylene were against the plans</ARG0> .', 'And in June 2007 , over 20,000 people rallied in Xiamen , a coastal city in Fujian province , <ARG1>to make a statement</ARG1> <ARG0>plans to build a plant that makes paraXylene were opposed</ARG0> .', 'And in June 2007 , over 20,000 people rallied in Xiamen , a coastal city in Fujian province , <ARG1>to make a statement</ARG1> <ARG0>plans to build a plant that makes paraXylene have been opposed</ARG0> .', 'And in June 2007 , over 20,000 people rallied in Xiamen , a coastal city in Fujian province , <ARG1>to hold a protest</ARG1> <ARG0>plans to build a plant that makes paraXylene were against the plans</ARG0> .', 'And in June 2007 , over 20,000 people rallied in Xiamen , a coastal city in Fujian province , <ARG1>to hold a protest</ARG1> <ARG0>plans to build a plant that makes paraXylene were opposed</ARG0> .', 'And in June 2007 , over 20,000 people rallied in Xiamen , a coastal city in Fujian province , <ARG1>to hold a protest</ARG1> <ARG0>plans to build a plant that makes paraXylene have been opposed</ARG0> .']",0,0,0,0,0,0,0
16,"[""<SIG0>Following</SIG0> <ARG0>the incident happened in Xiamen</ARG0> , <ARG1>i don't think I'm in the backyard</ARG1> sparked similar protests in several mainland cities , including Dalian , Guangzhou and Shantou ."", ""<SIG0>Following</SIG0> <ARG0>there was an incident in Xiamen</ARG0> , <ARG1>i don't think I'm in the backyard</ARG1> sparked similar protests in several mainland cities , including Dalian , Guangzhou and Shantou ."", ""<SIG0>Following</SIG0> <ARG0>the incident took place in Xiamen</ARG0> , <ARG1>i don't think I'm in the backyard</ARG1> sparked similar protests in several mainland cities , including Dalian , Guangzhou and Shantou ."", ""<SIG0>Following</SIG0> <ARG0>the incident happened in Xiamen</ARG0> , <ARG1>i don't feel like I'm in the backyard</ARG1> sparked similar protests in several mainland cities , including Dalian , Guangzhou and Shantou ."", ""<SIG0>Following</SIG0> <ARG0>there was an incident in Xiamen</ARG0> , <ARG1>i don't feel like I'm in the backyard</ARG1> sparked similar protests in several mainland cities , including Dalian , Guangzhou and Shantou ."", ""<SIG0>Following</SIG0> <ARG0>the incident took place in Xiamen</ARG0> , <ARG1>i don't feel like I'm in the backyard</ARG1> sparked similar protests in several mainland cities , including Dalian , Guangzhou and Shantou ."", ""<SIG0>Following</SIG0> <ARG0>the incident happened in Xiamen</ARG0> , <ARG1>i don't think I'm in a backyard</ARG1> sparked similar protests in several mainland cities , including Dalian , Guangzhou and Shantou ."", ""<SIG0>Following</SIG0> <ARG0>there was an incident in Xiamen</ARG0> , <ARG1>i don't think I'm in a backyard</ARG1> sparked similar protests in several mainland cities , including Dalian , Guangzhou and Shantou ."", ""<SIG0>Following</SIG0> <ARG0>the incident took place in Xiamen</ARG0> , <ARG1>i don't think I'm in a backyard</ARG1> sparked similar protests in several mainland cities , including Dalian , Guangzhou and Shantou .""]",0,0,0,0,0,0,0
17,"[""Following the Xiamen incident , <ARG0>i don't think I'm in the backyard</ARG0> <SIG0>sparked</SIG0> <ARG1>similar protests are taking place in a number of cities on the mainland</ARG1> ."", ""Following the Xiamen incident , <ARG0>i don't feel like I'm in the backyard</ARG0> <SIG0>sparked</SIG0> <ARG1>similar protests are taking place in a number of cities on the mainland</ARG1> ."", ""Following the Xiamen incident , <ARG0>i don't think I'm in a backyard</ARG0> <SIG0>sparked</SIG0> <ARG1>similar protests are taking place in a number of cities on the mainland</ARG1> ."", ""Following the Xiamen incident , <ARG0>i don't think I'm in the backyard</ARG0> <SIG0>sparked</SIG0> <ARG1>similar protests have taken place in a number of cities on the mainland</ARG1> ."", ""Following the Xiamen incident , <ARG0>i don't feel like I'm in the backyard</ARG0> <SIG0>sparked</SIG0> <ARG1>similar protests have taken place in a number of cities on the mainland</ARG1> ."", ""Following the Xiamen incident , <ARG0>i don't think I'm in a backyard</ARG0> <SIG0>sparked</SIG0> <ARG1>similar protests have taken place in a number of cities on the mainland</ARG1> ."", ""Following the Xiamen incident , <ARG0>i don't think I'm in the backyard</ARG0> <SIG0>sparked</SIG0> <ARG1>several cities on the mainland have protests similar to the one in Dalian</ARG1> ."", ""Following the Xiamen incident , <ARG0>i don't feel like I'm in the backyard</ARG0> <SIG0>sparked</SIG0> <ARG1>several cities on the mainland have protests similar to the one in Dalian</ARG1> ."", ""Following the Xiamen incident , <ARG0>i don't think I'm in a backyard</ARG0> <SIG0>sparked</SIG0> <ARG1>several cities on the mainland have protests similar to the one in Dalian</ARG1> .""]",0,0,0,0,0,0,0
18,"[""Analysts say <ARG1>such protests have been taken by the public</ARG1> <SIG0>because</SIG0> <ARG0>they don't have an adequate way to speak about their environmental concerns</ARG0> ."", ""Analysts say <ARG1>such protests have been taken by the public</ARG1> <SIG0>because</SIG0> <ARG0>they don't have enough channels for them to speak out about their environmental concerns</ARG0> ."", ""Analysts say <ARG1>such protests have been taken by the public</ARG1> <SIG0>because</SIG0> <ARG0>they don't have a lot of channels for expressing their concern about the risks of big industrialprojects</ARG0> ."", ""Analysts say <ARG1>protests have been taken by the public</ARG1> <SIG0>because</SIG0> <ARG0>they don't have an adequate way to speak about their environmental concerns</ARG0> ."", ""Analysts say <ARG1>protests have been taken by the public</ARG1> <SIG0>because</SIG0> <ARG0>they don't have enough channels for them to speak out about their environmental concerns</ARG0> ."", ""Analysts say <ARG1>protests have been taken by the public</ARG1> <SIG0>because</SIG0> <ARG0>they don't have a lot of channels for expressing their concern about the risks of big industrialprojects</ARG0> ."", ""Analysts say <ARG1>the public took to the streets to protest</ARG1> <SIG0>because</SIG0> <ARG0>they don't have an adequate way to speak about their environmental concerns</ARG0> ."", ""Analysts say <ARG1>the public took to the streets to protest</ARG1> <SIG0>because</SIG0> <ARG0>they don't have enough channels for them to speak out about their environmental concerns</ARG0> ."", ""Analysts say <ARG1>the public took to the streets to protest</ARG1> <SIG0>because</SIG0> <ARG0>they don't have a lot of channels for expressing their concern about the risks of big industrialprojects</ARG0> .""]",0,0,0,0,0,0,0
19,"['Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about <ARG1>there are risks to the environment</ARG1> <SIG0>posed by</SIG0> <ARG0>the projects are massive</ARG0> .', 'Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about <ARG1>there are risks to the environment</ARG1> <SIG0>posed by</SIG0> <ARG0>industrial projects</ARG0> .', 'Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about <ARG1>there are risks to the environment</ARG1> <SIG0>posed by</SIG0> <ARG0>the projects are huge</ARG0> .', 'Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about <ARG1>the risks of the environment</ARG1> <SIG0>posed by</SIG0> <ARG0>the projects are massive</ARG0> .', 'Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about <ARG1>the risks of the environment</ARG1> <SIG0>posed by</SIG0> <ARG0>industrial projects</ARG0> .', 'Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about <ARG1>the risks of the environment</ARG1> <SIG0>posed by</SIG0> <ARG0>the projects are huge</ARG0> .']",0,0,0,0,0,0,0
20,"['<ARG0>The actions</ARG0> <SIG0>helped launch</SIG0> <ARG1>there was an occupation of the streets of China for a period of almost 80 days</ARG1> .', '<ARG0>There is action</ARG0> <SIG0>helped launch</SIG0> <ARG1>there was an occupation of the streets of China for a period of almost 80 days</ARG1> .', ""<ARG0>It's the action</ARG0> <SIG0>helped launch</SIG0> <ARG1>there was an occupation of the streets of China for a period of almost 80 days</ARG1> ."", '<ARG0>The actions</ARG0> <SIG0>helped launch</SIG0> <ARG1>there was an occupation of the streets of China for a period of 78 days</ARG1> .', '<ARG0>There is action</ARG0> <SIG0>helped launch</SIG0> <ARG1>there was an occupation of the streets of China for a period of 78 days</ARG1> .', ""<ARG0>It's the action</ARG0> <SIG0>helped launch</SIG0> <ARG1>there was an occupation of the streets of China for a period of 78 days</ARG1> ."", '<ARG0>The actions</ARG0> <SIG0>helped launch</SIG0> <ARG1>there was an occupation of the streets of China for a period of over a month</ARG1> .', '<ARG0>There is action</ARG0> <SIG0>helped launch</SIG0> <ARG1>there was an occupation of the streets of China for a period of over a month</ARG1> .', ""<ARG0>It's the action</ARG0> <SIG0>helped launch</SIG0> <ARG1>there was an occupation of the streets of China for a period of over a month</ARG1> .""]",0,0,0,0,0,0,0
