,causal_text_w_pairs,corpus,doc_id,sent_id,eg_id,index,text,num_rs
10,"['<ARG1>We are boycotting all the courts</ARG1> <SIG0>till</SIG0> <ARG0>the district magistrate is looking into the demands</ARG0> , ” Samal said .', '<ARG1>We are boycotting all the courts</ARG1> <SIG0>till</SIG0> <ARG0>our demands are looked into by the district magistrate</ARG0> , ” Samal said .', '<ARG1>All courts will be boycotted</ARG1> <SIG0>till</SIG0> <ARG0>the district magistrate is looking into the demands</ARG0> , ” Samal said .', '<ARG1>All courts will be boycotted</ARG1> <SIG0>till</SIG0> <ARG0>our demands are looked into by the district magistrate</ARG0> , ” Samal said .']",0,0,0,0,0,0,0
11,"['Sena legislators protest against Yedyurappa 01st April 2010 10:08 PM MUMBAI : <ARG1>The workers of the party staged a protest against the chief minister of the state</ARG1> , <ARG0>there was a protest in the city about the installation of the mayor</ARG0> .', 'Sena legislators protest against Yedyurappa 01st April 2010 10:08 PM MUMBAI : <ARG1>The workers of the party staged a protest against the chief minister of the state</ARG1> , <ARG0>there was a protest in the city over the installation of the mayor</ARG0> .', 'Sena legislators protest against Yedyurappa 01st April 2010 10:08 PM MUMBAI : <ARG1>The workers of the party staged a demonstration against the chief minister of the state</ARG1> , <ARG0>there was a protest in the city about the installation of the mayor</ARG0> .', 'Sena legislators protest against Yedyurappa 01st April 2010 10:08 PM MUMBAI : <ARG1>The workers of the party staged a demonstration against the chief minister of the state</ARG1> , <ARG0>there was a protest in the city over the installation of the mayor</ARG0> .']",0,0,0,0,0,0,0
12,"[""Sena legislators protest against Yedyurappa 01st April 2010 10:08 PM MUMBAI : <ARG1>The workers of the party staged a demonstration today</ARG1> <ARG0>the chief minister of the state</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city ."", ""Sena legislators protest against Yedyurappa 01st April 2010 10:08 PM MUMBAI : <ARG1>The workers of the party staged a demonstration today</ARG1> <ARG0>there is a case against the chief minister of Karnataka</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city ."", ""Sena legislators protest against Yedyurappa 01st April 2010 10:08 PM MUMBAI : <ARG1>The workers of the party staged protests today</ARG1> <ARG0>the chief minister of the state</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city ."", ""Sena legislators protest against Yedyurappa 01st April 2010 10:08 PM MUMBAI : <ARG1>The workers of the party staged protests today</ARG1> <ARG0>there is a case against the chief minister of Karnataka</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city .""]",0,0,0,0,0,0,0
13,"['<ARG1>On Monday, two people were killed by the police</ARG1> during <ARG0>there is a protest</ARG0> .', '<ARG1>On Monday, two people were killed by the police</ARG1> during <ARG0>a service protest</ARG0> .', '<ARG1>The two people who were killed were allegedly shot by the police</ARG1> during <ARG0>there is a protest</ARG0> .', '<ARG1>The two people who were killed were allegedly shot by the police</ARG1> during <ARG0>a service protest</ARG0> .']",0,0,0,0,0,0,0
14,"['<ARG1>Two people were killed</ARG1> , <ARG0>it was alleged by the police during the protest</ARG0> .', '<ARG1>Two people were killed</ARG1> , <ARG0>the police were alleged to have committed a crime during the protest</ARG0> .', '<ARG1>Two people were dead</ARG1> , <ARG0>it was alleged by the police during the protest</ARG0> .', '<ARG1>Two people were dead</ARG1> , <ARG0>the police were alleged to have committed a crime during the protest</ARG0> .']",0,0,0,0,0,0,0
15,"[""But <SIG0>as</SIG0> <ARG0>we work to make a difference in people's lives</ARG0> , <ARG1>they asked us to let them go and we did</ARG1> , ” said a Maoist leader who handed over the abducted to the tribal leaders ."", 'But <SIG0>as</SIG0> <ARG0>we work hard for people</ARG0> , <ARG1>they asked us to let them go and we did</ARG1> , ” said a Maoist leader who handed over the abducted to the tribal leaders .', ""But <SIG0>as</SIG0> <ARG0>we work to make a difference in people's lives</ARG0> , <ARG1>the men were released after we agreed to the request</ARG1> , ” said a Maoist leader who handed over the abducted to the tribal leaders ."", 'But <SIG0>as</SIG0> <ARG0>we work hard for people</ARG0> , <ARG1>the men were released after we agreed to the request</ARG1> , ” said a Maoist leader who handed over the abducted to the tribal leaders .']",0,0,0,0,0,0,0
16,"['But as we work for the people , <ARG0>we did what they asked us to do</ARG0> and <ARG1>the men were released</ARG1> , ” said a Maoist leader who handed over the abducted to the tribal leaders .', 'But as we work for the people , <ARG0>we did what they requested</ARG0> and <ARG1>the men were released</ARG1> , ” said a Maoist leader who handed over the abducted to the tribal leaders .', 'But as we work for the people , <ARG0>we did what they asked us to do</ARG0> and <ARG1>the men were let go</ARG1> , ” said a Maoist leader who handed over the abducted to the tribal leaders .', 'But as we work for the people , <ARG0>we did what they requested</ARG0> and <ARG1>the men were let go</ARG1> , ” said a Maoist leader who handed over the abducted to the tribal leaders .']",0,0,0,0,0,0,0
17,"['<ARG1>There was an end to the blockade</ARG1> <SIG0>following</SIG0> <ARG0>an assurance was given by the AdditionalSP J Mahapati</ARG0> to apprise the State Government of their demand .', '<ARG1>There was an end to the blockade</ARG1> <SIG0>following</SIG0> <ARG0>the assurance was given by the AdditionalSP J Mahapati</ARG0> to apprise the State Government of their demand .', '<ARG1>There was a blockade lifted</ARG1> <SIG0>following</SIG0> <ARG0>an assurance was given by the AdditionalSP J Mahapati</ARG0> to apprise the State Government of their demand .', '<ARG1>There was a blockade lifted</ARG1> <SIG0>following</SIG0> <ARG0>the assurance was given by the AdditionalSP J Mahapati</ARG0> to apprise the State Government of their demand .']",0,0,0,0,0,0,0
18,"['<ARG1>There was an end to the blockade</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the state government should be apprised of the demand</ARG0> .', '<ARG1>There was an end to the blockade</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the State government should be apprised of the demand</ARG0> .', '<ARG1>There was a blockade lifted</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the state government should be apprised of the demand</ARG0> .', '<ARG1>There was a blockade lifted</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0>the State government should be apprised of the demand</ARG0> .']",0,0,0,0,0,0,0
19,"['He said <ARG0>there were protest incidents</ARG0> <ARG1>voting stations are affected in some areas</ARG1> including Mahikeng and Marikana in North West ; Malamulelele , Musina , Mogalakwena , and Northhampton , in Limpopo ; Bushbuckridge in Mpumalanaga ; Khayelitsha in the Western Cape ; Denver , George Koch , and Orange Farm in Gauteng ; Ethekwini and Jozini in KwaZulu-Natal ; Nelson Mandela Bay , Butterworth , and OR Tambo in the Eastern Cape ; Pampierstad in the Northern Cape ; and Maluti-a-Phofung in the Free State .', 'He said <ARG0>there were protests</ARG0> <ARG1>voting stations are affected in some areas</ARG1> including Mahikeng and Marikana in North West ; Malamulelele , Musina , Mogalakwena , and Northhampton , in Limpopo ; Bushbuckridge in Mpumalanaga ; Khayelitsha in the Western Cape ; Denver , George Koch , and Orange Farm in Gauteng ; Ethekwini and Jozini in KwaZulu-Natal ; Nelson Mandela Bay , Butterworth , and OR Tambo in the Eastern Cape ; Pampierstad in the Northern Cape ; and Maluti-a-Phofung in the Free State .', 'He said <ARG0>there were protest incidents</ARG0> <ARG1>voting stations have been affected in some areas</ARG1> including Mahikeng and Marikana in North West ; Malamulelele , Musina , Mogalakwena , and Northhampton , in Limpopo ; Bushbuckridge in Mpumalanaga ; Khayelitsha in the Western Cape ; Denver , George Koch , and Orange Farm in Gauteng ; Ethekwini and Jozini in KwaZulu-Natal ; Nelson Mandela Bay , Butterworth , and OR Tambo in the Eastern Cape ; Pampierstad in the Northern Cape ; and Maluti-a-Phofung in the Free State .', 'He said <ARG0>there were protests</ARG0> <ARG1>voting stations have been affected in some areas</ARG1> including Mahikeng and Marikana in North West ; Malamulelele , Musina , Mogalakwena , and Northhampton , in Limpopo ; Bushbuckridge in Mpumalanaga ; Khayelitsha in the Western Cape ; Denver , George Koch , and Orange Farm in Gauteng ; Ethekwini and Jozini in KwaZulu-Natal ; Nelson Mandela Bay , Butterworth , and OR Tambo in the Eastern Cape ; Pampierstad in the Northern Cape ; and Maluti-a-Phofung in the Free State .']",0,0,0,0,0,0,0
20,"['<ARG0>The workers protested</ARG0> <SIG0>by</SIG0> <ARG1>garbage is being dumped on a road</ARG1> .', '<ARG0>The workers protested later</ARG0> <SIG0>by</SIG0> <ARG1>garbage is being dumped on a road</ARG1> .', '<ARG0>The workers protested</ARG0> <SIG0>by</SIG0> <ARG1>garbage is dumped on a road</ARG1> .', '<ARG0>The workers protested later</ARG0> <SIG0>by</SIG0> <ARG1>garbage is dumped on a road</ARG1> .']",0,0,0,0,0,0,0
21,"['Will <ARG0>the protests are unprecedented</ARG0> <ARG1>it is possible that they will fight against Beijing in the future or that they will not be able to resist the will of Beijing</ARG1> ?', 'Will <ARG0>the protests were unprecedented</ARG0> <ARG1>it is possible that they will fight against Beijing in the future or that they will not be able to resist the will of Beijing</ARG1> ?', 'Will <ARG0>the protests are unprecedented</ARG0> <ARG1>they can either fight to their hearts content in the future or they can convince them of the futility of resisting Beijing</ARG1> ?', 'Will <ARG0>the protests were unprecedented</ARG0> <ARG1>they can either fight to their hearts content in the future or they can convince them of the futility of resisting Beijing</ARG1> ?']",0,0,0,0,0,0,0
22,"['Will the unprecedented protests <ARG1>they should fight</ARG1> <SIG0>for</SIG0> <ARG0>their beliefs will be in the future</ARG0> , or convince them that resistance to Beijing ’ s will is futile ?', 'Will the unprecedented protests <ARG1>they should fight</ARG1> <SIG0>for</SIG0> <ARG0>their future beliefs</ARG0> , or convince them that resistance to Beijing ’ s will is futile ?', 'Will the unprecedented protests <ARG1>they can fight</ARG1> <SIG0>for</SIG0> <ARG0>their beliefs will be in the future</ARG0> , or convince them that resistance to Beijing ’ s will is futile ?', 'Will the unprecedented protests <ARG1>they can fight</ARG1> <SIG0>for</SIG0> <ARG0>their future beliefs</ARG0> , or convince them that resistance to Beijing ’ s will is futile ?']",0,0,0,0,0,0,0
23,"['<ARG1>The fights broke out</ARG1> after <ARG0>a muslim youth was badly injured when a muslim youth beat him up</ARG0> following an altercation .', '<ARG1>The fights broke out</ARG1> after <ARG0>a muslim youth was badly injured when a muslim youth thrashed him</ARG0> following an altercation .', '<ARG1>The people clashed</ARG1> after <ARG0>a muslim youth was badly injured when a muslim youth beat him up</ARG0> following an altercation .', '<ARG1>The people clashed</ARG1> after <ARG0>a muslim youth was badly injured when a muslim youth thrashed him</ARG0> following an altercation .']",0,0,0,0,0,0,0
24,"['The clashes erupted after <ARG1>a muslim youth was badly injured when a muslim youth beat him up</ARG1> <SIG0>following</SIG0> <ARG0>an argument</ARG0> .', 'The clashes erupted after <ARG1>a muslim youth was badly injured when a muslim youth thrashed him</ARG1> <SIG0>following</SIG0> <ARG0>an argument</ARG0> .']",0,0,0,0,0,0,0
25,"['But on the eve of the protests ’ second anniversary , Chan claims <ARG1>his film is not going to be shown in any of the cinemas in Hongkong</ARG1> , <SIG0>the result , he suspects , of</SIG0> <ARG0>self- censorship is creeping</ARG0> as businesses shy away from offending Beijing .', 'But on the eve of the protests ’ second anniversary , Chan claims <ARG1>his film is not going to be shown in any of the cinemas in Hongkong</ARG1> , <SIG0>the result , he suspects , of</SIG0> <ARG0>self-control is creeping</ARG0> as businesses shy away from offending Beijing .', 'But on the eve of the protests ’ second anniversary , Chan claims <ARG1>his film is not going to be shown at any of the cinemas in Hongkong</ARG1> , <SIG0>the result , he suspects , of</SIG0> <ARG0>self- censorship is creeping</ARG0> as businesses shy away from offending Beijing .', 'But on the eve of the protests ’ second anniversary , Chan claims <ARG1>his film is not going to be shown at any of the cinemas in Hongkong</ARG1> , <SIG0>the result , he suspects , of</SIG0> <ARG0>self-control is creeping</ARG0> as businesses shy away from offending Beijing .']",0,0,0,0,0,0,0
26,"[""But on the eve of the protests ’ second anniversary , Chan claims all of Hong Kong ’ s major cinemas are refusing to show his film , the result , he suspects , of <ARG1>self- censorship is creeping</ARG1> <SIG0>as</SIG0> <ARG0>businesses don't want to offend Beijing</ARG0> ."", ""But on the eve of the protests ’ second anniversary , Chan claims all of Hong Kong ’ s major cinemas are refusing to show his film , the result , he suspects , of <ARG1>self- censorship is creeping</ARG1> <SIG0>as</SIG0> <ARG0>businesses don't offend Beijing</ARG0> ."", ""But on the eve of the protests ’ second anniversary , Chan claims all of Hong Kong ’ s major cinemas are refusing to show his film , the result , he suspects , of <ARG1>self-control is creeping</ARG1> <SIG0>as</SIG0> <ARG0>businesses don't want to offend Beijing</ARG0> ."", ""But on the eve of the protests ’ second anniversary , Chan claims all of Hong Kong ’ s major cinemas are refusing to show his film , the result , he suspects , of <ARG1>self-control is creeping</ARG1> <SIG0>as</SIG0> <ARG0>businesses don't offend Beijing</ARG0> .""]",0,0,0,0,0,0,0
27,"['<ARG1>The students in the Integrated pharmaceutical chemistry class are protesting</ARG1> <ARG0>the division is from the chemistry department</ARG0> .', '<ARG1>The students in the Integrated pharmaceutical chemistry class are protesting</ARG1> <ARG0>there is a division from the chemistry department</ARG0> .', '<ARG1>Students in the Integrated pharmaceutical chemistry class are protesting</ARG1> <ARG0>the division is from the chemistry department</ARG0> .', '<ARG1>Students in the Integrated pharmaceutical chemistry class are protesting</ARG1> <ARG0>there is a division from the chemistry department</ARG0> .']",0,0,0,0,0,0,0
28,"['Earlier , <ARG1>the residents are outside of the station</ARG1> <ARG0>there is a protest</ARG0> about the murders .', 'Earlier , <ARG1>the residents are outside of the station</ARG1> <ARG0>protest</ARG0> about the murders .', 'Earlier , <ARG1>people are outside of the station</ARG1> <ARG0>there is a protest</ARG0> about the murders .', 'Earlier , <ARG1>people are outside of the station</ARG1> <ARG0>protest</ARG0> about the murders .']",0,0,0,0,0,0,0
29,"['Earlier , residents gathered outside the police station <ARG1>to make a statement</ARG1> <SIG0>about</SIG0> <ARG0>the murders were committed</ARG0> .']",0,0,0,0,0,0,0
30,"[""Partial in Singareni The Telangana NGOs State associate president , M. Sudhakar , who took part in the protest at the Collectorate , said <ARG1>workers and employees are expressing their fears</ARG1> <SIG0>owed mainly to</SIG0> <ARG0>the government's moves</ARG0> ."", 'Partial in Singareni The Telangana NGOs State associate president , M. Sudhakar , who took part in the protest at the Collectorate , said <ARG1>workers and employees are expressing their fears</ARG1> <SIG0>owed mainly to</SIG0> <ARG0>the government has made some moves</ARG0> .', ""Partial in Singareni The Telangana NGOs State associate president , M. Sudhakar , who took part in the protest at the Collectorate , said <ARG1>workers and employees are worried</ARG1> <SIG0>owed mainly to</SIG0> <ARG0>the government's moves</ARG0> ."", 'Partial in Singareni The Telangana NGOs State associate president , M. Sudhakar , who took part in the protest at the Collectorate , said <ARG1>workers and employees are worried</ARG1> <SIG0>owed mainly to</SIG0> <ARG0>the government has made some moves</ARG0> .']",0,0,0,0,0,0,0
31,"['<ARG1>There were seven people killed</ARG1> in <ARG0>the first couple of days</ARG0> .', '<ARG1>There were seven people killed</ARG1> in <ARG0>the battle started on the second and third days</ARG0> .', '<ARG1>There were seven people who died</ARG1> in <ARG0>the first couple of days</ARG0> .', '<ARG1>There were seven people who died</ARG1> in <ARG0>the battle started on the second and third days</ARG0> .']",0,0,0,0,0,0,0
32,"['<ARG1>There was violence</ARG1> when <ARG0>The members of the group protested</ARG0> against a Youth Congress meeting being held at the junction .', '<ARG1>There was violence</ARG1> when <ARG0>They protested</ARG0> against a Youth Congress meeting being held at the junction .', '<ARG1>There was violence breaking out</ARG1> when <ARG0>The members of the group protested</ARG0> against a Youth Congress meeting being held at the junction .', '<ARG1>There was violence breaking out</ARG1> when <ARG0>They protested</ARG0> against a Youth Congress meeting being held at the junction .']",0,0,0,0,0,0,0
33,"['Violence broke out when <ARG1>The members of the group protested</ARG1> <ARG0>a meeting of the youth congress is going to be held</ARG0> .', 'Violence broke out when <ARG1>The members of the group protested</ARG1> <ARG0>the junction is being used as a location for a youth congress meeting</ARG0> .', 'Violence broke out when <ARG1>They protested</ARG1> <ARG0>a meeting of the youth congress is going to be held</ARG0> .', 'Violence broke out when <ARG1>They protested</ARG1> <ARG0>the junction is being used as a location for a youth congress meeting</ARG0> .']",0,0,0,0,0,0,0
34,"['<ARG0>medical services and classes are included in the boycott</ARG0> , <ARG1>junior doctors are squatting at a hospital</ARG1> .', '<ARG0>medical services and classes are being boycotted</ARG0> , <ARG1>junior doctors are squatting at a hospital</ARG1> .', '<ARG0>medical services and classes are included in the boycott</ARG0> , <ARG1>a group of doctors are squatting at a hospital building</ARG1> .', '<ARG0>medical services and classes are being boycotted</ARG0> , <ARG1>a group of doctors are squatting at a hospital building</ARG1> .']",0,0,0,0,0,0,0
35,"['Participating in the protest YSRC city convenor P.G. Narasimha Radav , city general secretary S. Noorullah Quadri , State joint secretary B. Zaheer Ahmad Khan and State Minority Cell secretary M. Saleem Basha said that <ARG0>death sentence is only one of the stringent punishments</ARG0> <ARG1>a deterrent could be used against heinous crimes</ARG1> .', 'Participating in the protest YSRC city convenor P.G. Narasimha Radav , city general secretary S. Noorullah Quadri , State joint secretary B. Zaheer Ahmad Khan and State Minority Cell secretary M. Saleem Basha said that <ARG0>death sentence is only one of the strict punishments</ARG0> <ARG1>a deterrent could be used against heinous crimes</ARG1> .', 'Participating in the protest YSRC city convenor P.G. Narasimha Radav , city general secretary S. Noorullah Quadri , State joint secretary B. Zaheer Ahmad Khan and State Minority Cell secretary M. Saleem Basha said that <ARG0>death sentence is only one of the stringent punishments</ARG0> <ARG1>a deterrent could be achieved against heinous crimes</ARG1> .', 'Participating in the protest YSRC city convenor P.G. Narasimha Radav , city general secretary S. Noorullah Quadri , State joint secretary B. Zaheer Ahmad Khan and State Minority Cell secretary M. Saleem Basha said that <ARG0>death sentence is only one of the strict punishments</ARG0> <ARG1>a deterrent could be achieved against heinous crimes</ARG1> .']",0,0,0,0,0,0,0
36,"['DA MP Andrew Whitfield said <ARG1>he would inquire about the police general</ARG1> <ARG0>the national joint operations and intelligence structure can be activated</ARG0> to intervene to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .', 'DA MP Andrew Whitfield said <ARG1>he would inquire about the police general</ARG1> <ARG0>the national joint operations and intelligence structure has been activated</ARG0> to intervene to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .', ""DA MP Andrew Whitfield said <ARG1>he'd ask the police general</ARG1> <ARG0>the national joint operations and intelligence structure can be activated</ARG0> to intervene to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest ."", ""DA MP Andrew Whitfield said <ARG1>he'd ask the police general</ARG1> <ARG0>the national joint operations and intelligence structure has been activated</ARG0> to intervene to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .""]",0,0,0,0,0,0,0
37,"['DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole <ARG1>the national joint operations and intelligence structure needs to be activated</ARG1> <ARG0>to intervene</ARG0> to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .', 'DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole <ARG1>the national joint operations and intelligence structure needs to be activated</ARG1> <ARG0>sIG0 intervenes</ARG0> to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .', 'DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole <ARG1>the national joint operations and intelligence structure is activated</ARG1> <ARG0>to intervene</ARG0> to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .', 'DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole <ARG1>the national joint operations and intelligence structure is activated</ARG1> <ARG0>sIG0 intervenes</ARG0> to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .']",0,0,0,0,0,0,0
38,"['DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole to activate the National Joint Operations and Intelligence Structure ( Natjoints ) <ARG1>to help</ARG1> <ARG0>violence can be curbed, infrastructure can be protected and damage can be prevented</ARG0> arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .', 'DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole to activate the National Joint Operations and Intelligence Structure ( Natjoints ) <ARG1>to help</ARG1> <ARG0>violence can be curbed, infrastructure can be protected, and more damage can be prevented</ARG0> arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .']",0,0,0,0,0,0,0
