index,text,label
795,"The publishing concern said it retained the investment banking firm of Donaldson , Lufkin amp Jenrette Securities Inc. to act as its financial adviser , assisting in the evaluation of various financial and strategic alternatives , including debt refinancing , raising capital , recapitalization , a merger or sale of the company .",0
445,"Butinstead of providing the votes to strike it down , they chose to uphold it on the flimsy ground that because the sex of the parent and not the child made the difference under the law , the plaintiff did not have standing to bring the case .",0
366,"Freeh also ordered the investigation consolidate information under the Atlanta task force , another indication officials suspect a link between all the bombings .",0
36,"It will give the rest of the world the view that Cuba is like any other nation , something the US has , of course , tried to persuade the world that it is not .",0
997,""" In some industries , like pharmaceuticals , acquisitions make sense . """,0
720,"In addition , they will receive stock in the reorganized company , which will be named Ranger Industries Inc.",0
1603,""" It does n't bode well for coming quarters , "" said John Jacobson , who follows the steel industry for AUS Consultants .",0
1372,"The real culprits , they said , are computer makers such as IBM that have jumped the gun to unveil 486-based products .",0
1227,RJR Nabisco agreed to sell three candy businesses to Nestle for $ 370 million .,0
1245,"In a Securities and Exchange Commission filing , Hewlett - Packard said it now holds 1,384,119 Octel common shares , including 100,000 shares bought from Aug . 26 to Oct . 20 for $ 23.31 to $ 24.25 a share .",0
1704,"Anheuser noted that "" beer industry sales volume is 1989 is following the trend that has characterized the last half of the ' 80s , with sales volume being essentially flat "" while consolidation creates fewer , bigger players .",0
288,"Prakash Shah , 58 , a former Indian ambassador to the United Nations , is part of an effort by Annan to expand contacts with the Iraqi leadership .",0
427,"NEWARK , N.J. _ A new Essex County task force began delving Thursday into the slayings of 14 black women over the last five years in the Newark area , as law-enforcement officials acknowledged that they needed to work harder to solve the cases of murdered women .",0
96,"With Kuwait now "" annexed , "" Iraq has control of 20 percent of the world 's oil reserves .",0
144,"Egypt , Syria , Morocco and Bangladesh also committed ground troops , to a much lesser degree .",0
90,"Nearly 9,000 Soviets were among the hundreds of thousands of foreigners trapped in Iraq and Kuwait .",0
246,"The two presidents on Friday signed the plan , which calls for cooperation in the metallurgy , fuel , energy , aircraft building , missile , space and chemical industries .",0
723,"But Coleco bounced back with the introduction of the Cabbage Patch dolls , whose sales hit $ 600 million in 1985 .",0
98,Egyptian and Moroccan troops are already there .,0
259,"thus we think it better to withdraw . """,0
1250,"West German and French authorities have cleared Dresdner Bank AG 's takeover of a majority stake in Banque Internationale de Placement ( BIP ) , Dresdner Bank said .",0
980,"Japanese government officials , eager to rebut foreign criticism of Japanese investments overseas , hailed the transaction as proof foreigners can make similar investments in Japan .",0
277,Previously the Iraqis have resisted attempts to inspect such quarters .,0
1037,"We did n't think a sleeping { Bell } mentality would be willing to take on dilution . """,0
970,"Reviewing the company 's scrape with disaster , Mr. Price conceded it had tried to do too much on its own .",0
53,Being commander is different .,0
1240,"Commodities : Dow Jones futures index 129.49 , up 0.27 ;",0
130,""" What we fear is that they will be interned somewhere , most likely in Iraq , "" Waldegrave said .",0
1459,Later yesterday the nation 's major auto makers added to the gloom when they each reported their core auto operations were net losers in the third quarter .,0
458,Experts say the ground is so saturated it can not absorb any more water .,0
1091,Intel eased 1/8 to 31 7/8 .,0
1036,We 're surprised .,0
1556,"In addition , the directors said if a bid by Mr. Drabinsky is successful , Cineplex expects Rank Organisation PLC to acquire the 51 % of Cineplex 's Film House unit it does n't own , and provide Mr. Drabinsky with additional loan financing .",0
1683,The quarterly results also reflected $ 21.4 million in non-recurring losses from commercial real-estate activities in California .,0
283,The official said these sites could only be visited by a special team of U.N. monitors and diplomats as laid down by the Feb . 23 accord signed by U.N. Secretary - General Kofi Annan and Iraqi Deputy Prime Minister Tariq Aziz .,0
915,Unisys Corp.'s announcement Friday of a $ 648.2 million loss for the third quarter showed that the company is moving even faster than expected to take write-offs on its various problems and prepare for a turnaround next year .,0
1577,"In the nine months , GM Hughes net fell 6.6 % to $ 486.6 million , or $ 1.48 a share , from $ 521 million , or $ 1.58 a share .",0
1521,"The new services allow U.S. Trust to cater to the "" new wealth , "" Mr. Schwarz says .",0
236,"A major dispute concerns a broad political treaty calling for border demarcation , which the two presidents signed last May .",0
1509,Sales increased 10 % to $ 26.54 billion from $ 24.05 billion .,0
1027,"But I do n't think we 're at that point yet . """,0
1129,Traders said that selling pressure was n't enormous and that the DAX dropped Friday more on a lack of any substantial buying interest .,0
590,"Perhaps more important , it appears that allied troops have n't yet fully engaged Iraq 's vaunted Republican Guard , which has been sitting just north of the Iraq - Kuwait border and is considered the most potent element in the Iraqi defense .",0
1729,"Net income fell 37 % to $ 32.9 million , or 30 cents a share , from $ 52.2 million , or 48 cents a share , in the year-ago period .",0
1370,"The bugs will cause problems in "" specific and rare circumstances that will not occur in typical applications "" such as word-processing and spreadsheets , said Michael Slater , editor of the Microprocessor Report , an industry newsletter .",0
1015,"Under previous terms , holders would have received a dividend of only $ 20 a share .",0
724,"But as the craze died , Coleco failed to come up with another winner and filed for bankruptcy-law protection in July 1988 .",0
591,"It remains to be seen how much damage the allied air campaign was able to inflict on the Guard , and whether President Hussein will commit his most valued troops to a fight-to-the-death finish .",0
676,But revenue declined to $ 3 billion from $ 3.2 billion .,0
52,No woman has actually been in charge of a mission until now .,0
735,"In addition , Upjohn is offering a one-time retirement bonus equal to six months of base pay .",0
281,"Five other U.N. inspection teams visited a total of nine other sites , the agency reported .",0
152,"He declined to say if the weapons included missiles , but the Iraqis have them in their arsenal .",0
577,"asked Abdul Latif Shekar , a customs officer in Egypt , a country participating in the attack on Iraqi troops .",0
284,Iraq had argued the presidential sites should be off limits as symbols of sovereignty .,0
1428,"This time , however , some analysts think he could face a real battle .",0
794,"This quarter 's loss includes pretax charges of $ 4.9 million on the proposed discontinuation of the company 's troubled British subsidiary , and $ 3.7 million of other write-offs the company said were non-recurring and principally related to inventory , publishing advances and pre-publication costs .",0
638,They expect him to cut costs throughout the organization .,0
1712,"Mr. Thompson noted that the disappointing earnings , which fell five cents a share short of his own projections , contributed to the sell-off by an edgy and currently unforgiving investing public .",0
219,"She also denied accusations made by Amir 's brother , Hagai , that she joined an anti-Arab underground movement .",0
619,"Despite the lack of any obvious successors , the Iraqi leader 's internal power base appeared to be narrowing even before the war began .",0
423,Clinton on Friday .,0
1031,"To mollify shareholders concerned about the long-term value of the company under the BellSouth - LIN agreement , BellSouth also agreed to pay as much as $ 10 a share , or $ 540 million , if , after five years , the trading value of the new cellular company is n't as high as the value that shareholders would have realized from the McCaw offer .",0
85,"The outlook darkened for about 3,000 Americans caught in Iraq and Kuwait when Saddam sent his forces into the small , oil-rich sultanate .",0
413,""" Those fumes will exhaust themselves , and the manufacturing sector is going to start getting beat up in the spring . """,0
774,It has long been rumored that Ocean Drilling would sell the unit to concentrate on its core oil and gas business .,0
729,"Xerox Corp. has told employees in its Crum amp Forster personal insurance operations that it is laying off about 300 people , or 25 % of the staff .",0
540,"In that event , Saddam Hussein appears to have three choices .",0
1099,"Kirschner earned $ 376,000 on revenue of $ 14.5 million in the 1988 quarter .",0
230,"But while the two Slavic neighbors see themselves as natural partners , their relations since the breakup of the Soviet Union have been bedeviled by a number of disputes _ Black Sea naval bases , border problems and Ukraine 's natural gas debts .",0
1411,"Then , after extending its offer four times waiting for a congressional tax ruling , IMA early this month lowered its offer to $ 26.50 a share amid turbulence in the junk bond market .",0
888,"The sale , which had been expected , is part of KKR 's program to pay down $ 5 billion of a $ 6 billion bridge loan by February .",0
241,"Last year , Russian officials assailed Ukraine for holding joint naval exercises with NATO in the Black Sea _ an area Moscow considers its own turf .",0
1436,"Mr. Fournier said the large institutions that hold nearly 50 % of Navigation Mixte 's capital all strongly support him , but some analysts said they are n't so sure .",0
410,"The less money the government needs to borrow , the more is freed for private investment .",0
39,"The main positive for Castro to invite the Pope is international , to be able to say to the rest of the world , this government is not as closed , as intolerant , uh as totalitarian as some make it out to be .",0
749,"The battery plant , which makes rechargeable nickel cadmium and carbon zinc products , will be closed over the next year or so , a spokesman said .",0
438,"The New York Times said in an editorial on Saturday , April 25 : The Supreme Court took a detour this week from the core principle of gender fairness it vindicated two years ago in its ruling invalidating the use of sexual stereotypes to justify denying women admission to the Virginia Military Institute .",0
1700,"Anheuser - Busch announced its plan at the same time it reported third-quarter net income rose a lower-than-anticipated 5.2 % to $ 238.3 million , or 83 cents a share , from $ 226.5 million , or 78 cents .",0
1158,""" Kellogg 's main problem is life style .",0
1441,"Paribas says it will offer 1,850 francs ( $ 296.95 ) each for Navigation Mixte shares that enjoy full dividend rights , and 1,800 francs each for a block of shares issued July 1 , which will receive only partial dividends this year .",0
1541,The directors added that the two executives have n't reached a final decision to proceed with a bid and that until an offer is made the board will continue seeking higher offers from other bidders .,0
1525,""" We will have a reasonably flat year this year , "" Mr. Schwarz says .",0
506,"Our system is balanced , it 's right in the middle .",0
1600,"Bethlehem Steel Corp., hammered by higher costs and lower shipments to key automotive and service-center customers , posted a 54 % drop in third-quarter profit .",0
417,The analysis showed unemployment rates dropped steadily with higher levels of education .,0
499,UNOS says the regulations put the federal government in charge of deciding who gets transplants and that many hospital transplant centers would be forced to close .,0
1026,""" This game is n't over yet , "" said Joel D. Gross , a vice president at Donaldson , Lufkin amp Jenrette Securities Corp. "" At some point , it will become non-economical for one company .",0
860,"The Canadian government previously said Merieux 's bid did n't offer enough "" net benefit "" to Canada to be approved , and gave Merieux an until mid-November to submit additional information .",0
1608,Third-quarter sales dropped 11 % to $ 1.27 billion from $ 1.43 billion a year ago .,0
194,"Nhek Bunchhay said he now believed Howes had been killed within a week of his capture by a Khmer Rouge faction loyal to Pol Pot , then the guerrilla group 's leader .",0
310,"Earlier Sunday , police and militant Protestants clashed in a religiously polarized part of north Belfast .",0
528,"Even as Saddam Hussein was searching for a ploy to ease his isolation , though , the international pressure against him clicked up another notch .",0
1324,"People who remain in junk funds now could get hit again , some analysts and fund specialists say .",0
415,"The rate for adult women rose 0.4 percent , to 4.4 percent .",0
781,"Orkem S.A., a French state-controlled chemical manufacturer , is making a friendly bid of 470 pence ( $ 7.43 ) a share for the 59.2 % of U.K. specialty chemical group Coates Brothers PLC which it does n't already own , the two sides said .",0
440,"Under the statute , a child born abroad to an unwed American mother is automatically considered a U.S. citizen .",0
332,Annan wrapped up a three hour meeting with Iraqi president Saddam Hussein in Baghdad today .,0
1482,"Net for the year-earlier nine months also included a gain of $ 9.7 million , or 15 cents a share , in the carrying value of the Conner investment .",0
763,"The consumer-products and newsprint company said net rose to $ 108.8 million , or $ 1.35 a share , from $ 90.5 million , or $ 1.12 a share , a year ago .",0
291,The procedures are due to go before the Security Council next week .,0
949,""" Transition "" is a reference to the company 's five-year restructuring effort .",0
83,"Soviet Foreign Ministry spokesman Yuri Gremitskikh said special ambassador Mikhail Sytenko left Tuesday for consultations with the governments of Syria , Jordan , Egypt and other Arab countries .",0
275,""" All sites were inspected to the satisfaction of the inspection team and with full cooperation of Iraqi authorities , "" Dacey said .",0
1341,"Mr. Alito said his office "" just responded to an attorney 's question about whether we would go after attorney 's fees , and that is different from actually doing it , although we reserve that right . """,0
1365,Most of Compaq 's decline is being attributed to a third-quarter earnings report that came in at the low end of analysts ' expectations .,0
721,"After these payments , about $ 225,000 will be available for the 20 million common shares outstanding .",0
972,"But while its stock is selling at about half Control Data 's estimated breakup value , neither Messrs .",0
199,"In July last year in Phnom Penh , Cambodia 's capital , Second Prime Minister Hun Sen staged a successful coup d ' etat against First Prime Minister Prince Norodom Ranariddh .",0
969,Utilities management is a major commercial niche .,0
37,"For nearly forty years , the United States has said categorically it would not tolerate totalitarian rule in its own backyard .",0
303,"But the north 's pro-British Protestant majority is bitterly opposed to uniting Ireland and instead wants a strong government for Northern Ireland , which has been ruled directly by London since 1972 .",0
1412,"American Medical accepted the offer , meanwhile indicating it had heard from two other suitors .",0
1448,"Each note is being offered at $ 308.32 per $ 1,000 principal amount at maturity , representing an 8 % yield to maturity .",0
1472,Yield on the issue was 7.88 % .,0
425,I know about the stories today .,0
308,""" Small nationalist communities are not going to be left on their own this summer , "" said Gerard Rice , a former IRA prisoner who leads anti-Orange protests in a Catholic neighborhood of south Belfast .",0
1709,"Jerry Steinman , publisher of Beer Marketers Insights , a trade newsletter , said Anheuser 's announcement means "" everybody else in the industry is going to have a difficult time reaching their profit objectives . """,0
964,"At the same time four of six design projects were spiked , he said .",0
1180,Sales rose 4.8 % to $ 1.20 billion from $ 1.14 billion .,0
843,It would n't identify the bankers .,0
1549,""" If a bid materializes at that price , shareholders will have every reason to be glad , but the question of financing still remains . """,0
1419,Financiere de Paribas to bring its stake in Navigation Mixte to 66.7 % .,0
1272,But an all-out bidding war between the world 's top auto giants for Britain 's leading luxury-car maker seems unlikely .,0
1089,The revised LIN - BellSouth agreement boosts the dollar amount of the special dividend LIN promises to pay shareholders .,0
1042,"Analysts were predicting 1990 BellSouth earnings in the range of $ 3.90 a share , or $ 1.9 billion , but now those estimates are being scaled back .",0
906,"Last year catastrophe losses totaled $ 5 million , when net was $ 235.5 million , or $ 2.07 a share .",0
695,"The senior of the three executives who will assume Mr. Reupke 's duties is Nigel Judah , 58 , finance director and a Reuters board director .",0
1312,""" You get a news item , it hits , you have strong redemptions that day and for two days following -- then go back to normal , "" says Mr. Litvack .",0
959,He would n't elaborate .,0
1278,"The 15 % restriction covers any would-be suitor , British or foreign .",0
842,Crossland said it retained three investment bankers to assist it in developing and implementing a financial restructuring plan .,0
1354,"Intel Corp.'s most powerful computer chip has flaws that could delay several computer makers ' marketing efforts , but the "" bugs "" are n't expected to hurt Intel and most computer makers .",0
319,"In the business world , the Internet - through intranet and extranet solutions - has become an invaluable tool for companies to harness so as to gain a competitive edge .",0
442,"The majority 's views were expressed in three separate opinions , the most disquieting of which was written by a liberal member , Justice John Paul Stevens , and joined by a conservative , Chief Justice William Rehnquist .",0
647,The reduced dividend is payable Jan . 2 to stock of record Dec . 15 .,0
1703,"Shares of Coors , the company 's sole publicly traded major competitor , fell $ 1.50 apiece to $ 19.125 in national over-the-counter trading , apparently on investor concerns over potential fallout from the coming pricing struggle .",0
967,""" We 're in environments that are going to spend a lot of money on that . """,0
1622,"National Intergroup stock closed at $ 15 , unchanged in composite trading on the New York Stock Exchange .",0
706,"A spokesman for the Stamford , Conn.based company said operations had a loss of $ 5.5 million for the quarter ;",0
1086,Friday 's trading volume totaled 132.8 million shares .,0
529,"The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods .",0
1316,$ 14 million of that seeped out Friday Oct. 13 alone .,0
1724,The company said the restructuring 's initial phase will feature a gradual reduction in assets and staff positions .,0
1544,"MCA holds half of Cineplex 's equity and 33 % of its voting rights through restricted voting shares , while Bronfman interests hold about 24 % of the company 's equity .",0
78,""" No one should doubt our staying power or determination , "" he said .",0
1241,"spot index 130.80 , off 0.24 .",0
330,Diplomacy appears to be making headway in resolving the united nation 's standoff with Iraq .,0
1029,McCaw 's bid also has a similar clause .,0
26,"And at the big brokerage houses , after ten years of boom , they 're talking about layoffs .",0
136,"Saddam has been under international quarantine since his Aug . 2 power-grab , or what he calls an "" eternal merger "" with Kuwait .",0
1117,"In Tokyo , stocks closed lower but above intraday lows in active trading .",0
908,"Third-quarter results included net realized capital gains of $ 48 million , which included $ 27 million from the sale of Federated Investors in August and a $ 15 million tax credit .",0
607,"In setting out his final challenge to Saddam Hussein , Mr. Bush continued the intensive personal diplomacy he began after the invasion last August .",0
816,"Even without a specific takeover threat , Courtaulds is giving shareholders "" choice and value , "" said Julia Blake , an analyst at London stockbrokers Barclays de Zoete Wedd .",0
382,"But now we 're going to go back to New York , where Diane Sawyer has the rest of the news .",0
1120,"On Friday , the Tokyo stock price index of first section issues was down 15.82 at 2681.76 .",0
1381,"The problem is being ballyhooed , experts say , because the 486 is Intel 's future flagship .",0
1076,These big stocks greatly influence the Nasdaq Composite Index .,0
1358,"But while International Business Machines Corp. and Compaq Computer Corp. say the bugs will delay products , most big computer makers said the flaws do n't affect them .",0
629,U.S. trade officials said the Philippines and Thailand would be the main beneficiaries of the president 's action .,0
1146,This has n't been Kellogg Co.'s year .,0
796,"The company also retained attorney Martin P. Levin , a director of the company and former head of the Times - Mirror Publishing Group , as an adviser .",0
446,"The Justice Department , which supported the statute , did not cover itself with glory either .",0
434,"Of the eight victims , three were stabbed , two were strangled , two were beaten to death and one was asphyxiated , he said , and these different methods of killing and other evidence seem to indicate that the eight cases are not related .",0
758,"Actually , about two years ago , the Journal listed the creation of the money fund as one of the 10 most significant events in the world of finance in the 20th century .",0
234,"But his sweeping statement contained no details , and gave no indication of how the disputes could be resolved .",0
991,"Some of Sansui 's fellow audio-specialty companies , such as Aiwa Co. and Pioneer Electric Corp., responded to the challenge by quickly bringing out mini-component products of their own , by moving heavily into the booming compact disk businesses or by diversifying into other consumer-electronics fields , including laser disks or portable cassette players .",0
157,"John Prescott , a shipping correspondent , said there was no shipping in Kuwaiti or Iraqi ports and that activity was trailing off in the Jordanian port of Aqaba .",0
1464,The bond market was unmoved by the economic statistics .,0
101,"Turkey and Saudi Arabia in effect shut down Iraq 's major oil outlets through those countries , but according to Jordanian officials , a smaller line into Jordan remained operating .",0
1631,""" Mr .",0
1516,"Mr. Schwarz says the competition "" broadens the base of opportunity for us . """,0
1730,Revenue rose 15 % to $ 534.3 million from $ 464.7 million .,0
360,"A senior law enforcement source tells CNN , there is a lot of circumstantial evidence and it would be extraordinary to have all these bits and pieces and there not be a connection .",0
526,"The Iraqi leader , in an "" initiative "" designed as much to rally Arab public opinion as to launch meaningful negotiations , announced yesterday that he will withdraw his troops from Kuwait only if Israel withdraws from the West Bank and Syria from Lebanon .",0
140,"Replied State Department deputy spokesman Richard Boucher , "" We have n't really analyzed the statement in detail but it appears to be just another example of his outlandish rhetoric and his attempts to distort the truth .",0
1484,""" Over the next couple of years we would not be surprised to see Europe and international { sales } represent 50 % of the company 's revenues , "" he said .",0
1386,"Intel clocks the chip 's speed at 15 million instructions per second , or MIPs .",0
1112,"Besides British Gas , British Steel skidded 1.74 to 123.5 on turnover of 11 million shares .",0
1686,Columbia announced the results after the close of the stock market .,0
261,""" This is a new thing ... it means that we are willing to talk today _ full stop _ about security , "" Lubrani told Israel 's Channel One .",0
1085,"The Nasdaq Financial Index lost about 1 % , or 3.95 , to 448.80 .",0
1446,home video concern about $ 2 million a year in interest expense .,0
363,"Army of god letters claim responsibility for the Atlanta abortion clinic bombing , a nineteen ninety-seven attack on a gay lounge and the Birmingham assault .",0
210,"JERUSALEM ( AP ) _ Taking the stand in her own defense , a friend of Yitzhak Rabin 's assassin said Friday that she regretted calling the prime minister a traitor and praying for his death .",0
663,Sales fell 20 % to # 722 million .,0
653,"Separately , Citadel posted a third-quarter net loss of $ 2.3 million , or 68 cents a share , versus net income of $ 5.3 million , or $ 1.61 a share , a year earlier .",0
1356,"Intel said that last week a customer discovered two flaws in its 80486 microprocessor chip 's "" floating-point unit "" , a set of circuits that do certain calculations .",0
835,"Under a program approved by the company in 1987 that did n't specify a share amount , Nashua had purchased 481,000 shares through Sept . 29 .",0
598,U.S. officials say that hundreds of Kuwaiti oil wells now may have been set afire .,0
1557,"Michael Gifford , Rank 's chief executive , said the British theater chain 's total involvement "" would n't exceed $ 100 million "" but declined to give a breakdown between the loan financing and the proposed Film House purchase .",0
1140,"Here are price trends on the world 's major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva .",0
329,"CNN headline news , I 'm Sachi Koto .",0
1242,"Dollar : 141.65 yen , off 0.45 ;",0
1313,"The fund , with a cash cushion of more than 10 % , has "" met all the redemptions without having to sell one thing , "" Mr. Litvack says .",0
1232,"Insurers could see claims totaling nearly $ 1 billion from the San Francisco earthquake , far less than the $ 4 billion from Hurricane Hugo .",0
324,""" Smart homes "" have emerged bringing a wealth of information and entertainment to families over telecommunications lines .",0
1723,"In over-the-counter trading yesterday , Benjamin Franklin rose 25 cents to $ 4.25 .",0
1166,"Initial cost estimates for the plant , which was to have been built in phases , ranged from $ 1 billion to $ 1.2 billion .",0
575,"Amid reports that thousands of Iraqi soldiers had surrendered , administration aides were also upbeat in private , with one even talking of victory within a week .",0
453,The bonds became worthless when the bankrupt thrift was seized by government regulators .,0
325,The art of socialising is also experiencing a change where Net / virtual relationships are fast overtaking or becoming parallel with the normal human relationships .,0
1285,"The Conservatives do n't dare jeopardize marginal Tory seats in Coventry , where Jaguar has headquarters , nor can the government easily back down on promised protection for a privatized company while it proceeds with controversial plans to privatize most of Britain 's water and electricity industries .",0
1435,One big question now is the likely role of Mr. Fournier 's allies .,0
1355,"Computer experts familiar with the flaws , found in Intel 's 80486 chip , say the defects do n't affect the average user and are likely to be cleared up before most computers using the chip as their "" brains "" appear on the market sometime next year .",0
1331,The government is sharpening its newest weapon against white-collar defendants : the power to prevent them from paying their legal bills .,0
751,"For the year , pet food volume was flat , the company said .",0
552,"The official adds , though , that "" at the same time , we think he is someone who is capable of rational judgments when it comes to power .",0
1498,"The dividend increase was Du Pont 's second this year , an affirmation of statements by top executives that they intend to increase rewards to shareholders .",0
859,"Merieux , a vaccine and bioresearch firm based in Lyon , France , is controlled 50.1 % by state-owned Rhone Poulenc S.A.",0
1424,"At the same time , he is expected to seek legal and regulatory means of blocking or delaying Paribas 's bid .",0
1496,"In the year-earlier period , the company earned $ 461 million , or $ 1.91 a share .",0
1156,"Another analyst , John C. Maxwell Jr. of Wheat , First Securities in Richmond , Va . , recently went to a "" sell "" recommendation on Kellogg stock , which closed Friday at $ 71.75 , down 75 cents , in New York Stock Exchange composite trading .",0
460,"In Los Angeles that lesson was brought home today when tons of earth cascaded down a hillside , ripping two houses from their foundations .",0
496,"Under the new guidelines , donor organs will be made available to the sickest people first , wherever they live in the country .",0
1297,"Interviews with three major fund groups -- Fidelity Investments , Vanguard Group Inc. and T. Rowe Price Associates Inc. -- confirm the trend .",0
76,"President Bush today denounced Saddam 's "" ruinous policies of war , "" and said the United States is "" striking a blow for the principle that might does not make right . """,0
1205,"Jim Pattison Industries , a holding company with annual sales of about C $ 1.9 billion , largely from car dealerships and grocery stores , did n't elaborate on the statement , and a company official declined further comment .",0
752,"Its cereal division realized higher operating profit on volume increases , but also spent more on promotion .",0
1062,"The portion of OTC volume attributable to program trading is n't known , as it is on the New York Stock Exchange , where it amounted to more than 13 % in September .",0
1470,Bond prices were barely higher .,0
106,"In an interview from Jordan on ABC , he declined to discuss details , but said : "" I do n't think that his majesty would be traveling at this crucial moment if the Iraqi leadership did not have a rational approach to the future . """,0
1648,Mr. Roy could n't be reached .,0
1715,"According to Mr. Steinman , the newsletter publisher , Anheuser 's market share is nearly twice that of its nearest competitor , Miller Brewing , which had a 21.2 % stake last year .",0
477,"While the expansion of the Internet has been a blessing for researchers , students and the just plain curious , the new opportunities mentioned by Mr. Gates are also being used by some rather unsavory characters .",0
539,"And President Bush yesterday , asked whether he was at least glad Iraq is discussing negotiations , replied : "" I do n't see anything to be pleasing in there at all . """,0
992,Sansui was late into the mini-component business and failed to branch into other new businesses .,0
262,""" We have gotten off the issue of peace , off the issue of normalization . """,0
142,""" We do n't just arrive , "" said four-star Gen. John Dailey , assistant commandant of the U.S. Marine Corps .",0
662,"Reed is paying an interim dividend of 4.6 pence , up 15 % from 4 pence a year earlier .",0
738,"An Upjohn spokesman said he had "" heard nothing "" to suggest the early retirement package was spurred by shareholder pressure or a potential bidder for the company , which occasionally has been the target of takeover speculation .",0
206,"Together with its derivatives , the Kalashnikov rifle has been used by the police and armies of 55 countries and an assortment of guerrillas , terrorists and just plain thugs around the globe .",0
1287,"CAMBREX Corp., Bayonne , N.J., declared its initial quarterly of five cents a share , payable Dec . 1 to stock of record Nov . 10 .",0
1122,An official at Wako Securities said brokerages ' excessive expectations about recent advances in Tokyu Group shares and real estate issues were dashed Friday .,0
1379,"Because of the glitch , however , the company said it does n't know when its machine will be commercially available .",0
1138,"Share prices also closed lower in Sydney , Hong Kong , Singapore , Taipei , Manila , Wellington and Seoul .",0
